,0,1,2,3,4,5
46,3794715625,1516729313,3360932245,293606127,892186605,3317416165
47,333696239,2307070183,3469542203,328401494,3325481069,3376624789
48,1835957432,3012483487,845236900,1764633364,3721367782,3687201103
49,3986761606,4099378576,659077444,1188581056,880584962,1941300755
50,4077614951,4228585925,635852726,3820753652,1928399506,3626422671
51,3507564989,919661838,2158290111,3831854990,3906199734,2856133945
52,865673021,4232861320,2876774816,141748212,799751335,1925162374
53,3135271432,572025437,309541045,2686987641,2687351086,535379696
54,3928883798,1623689525,3555861339,835103098,4009888626,657795251
55,2078344698,1006340158,3388444002,3622485952,3484260875,472869450
56,1138661342,3306254807,551616755,4180312875,55457406,1797869678
57,3441139044,3132995950,3006689480,1978590779,3051105503,24994263
58,539319633,1638597083,3310228725,3167238176,2762694141,275166721
59,522222872,2503105692,3511272017,515681419,752644635,701051016
60,321954029,123339574,205222799,3811787113,1759711789,3042131567
61,3341059109,1588001646,55460783,1567914688,3624014667,405166087
62,2835641462,317892110,314144728,135947446,3870732359,2145911726
63,4065865225,3745874222,1414033597,2689785946,581487676,2743944277
64,1966759990,463271161,833264390,2920830424,2813745389,923375499
65,2068815457,3016140646,1014470214,1943092737,3112162703,2164102622
66,871062328,3320558002,538360050,3804700223,171180183,3751583206
67,726260741,540408011,3397608729,3870435501,1382708420,1607043260
68,558925275,3032334572,2686940287,2835808547,1460022506,90354688
69,192074588,713332450,1774752308,2363464018,128980944,2109937634
70,2617581632,3495154657,4165383114,1932103553,2805364774,4037407072
71,3447759196,3688793743,3893996567,1348694270,3788499180,2697165830
72,3414633369,2816145701,3836520709,3764137686,162493572,544901909
73,3747381971,2157592333,2064171808,2805207160,3827655606,2562418166
74,2721146151,203198731,821366401,958548353,3144909467,3251271268
75,531319694,1834875315,2175879176,3822608877,2955334040,4127326769
76,4247874364,1578905107,2345256655,1374756349,1204297593,3810982957
77,2354814749,1675010935,3472988534,4025296213,2449484751,2720889693
78,3658656795,3259643349,2156439571,940639986,2140596217,3174360557
79,2997773677,3193928355,780502750,3555391388,1534842863,3998307586
80,3522260708,2068916136,2249889329,3518813344,90785112,2834204508
81,389083400,825416087,33687381,3121450515,2834620856,1816962436
82,1836702284,1969908428,3292674214,1920889175,2349127576,3551325119
83,2996737394,334306257,2660570577,2379567768,2184625454,2984672197
84,2214086125,2619102487,3848556439,445218835,835055469,1907611796
85,3818229202,2936836405,450206129,2427328622,3365757319,2160800581
86,3900505654,2576222007,2571770309,3920087012,287463580,2596074232
87,2968317306,2959640347,2199235638,1947947284,2955421164,3387167944
88,1487528059,1876749274,4026273504,4036666315,2981511086,2416808245
89,2979712225,3081511894,2000413216,124523491,811718121,1313894259
90,2136391052,2457251785,1303376392,94143793,509355264,1079976131
91,3900608711,4233541871,3677754108,1656880704,4056730889,311116582
92,4235233130,806137570,1869254557,1751223318,1491258255,3962104491
93,2673307662,3675778908,1074711016,2906855326,1687621525,4097488520
94,1964584724,668218642,3292161839,4203259564,417335812,677844965
95,3805765754,274251869,3308108478,2786130397,3825278361,91346238
96,865345356,2239987518,2948596467,675587273,3773606838,3076431166
97,2620866251,1458760322,689910174,1964457720,2503938593,1371749508
98,1855379843,3151088500,3618921806,896786393,966721149,2564463703
99,1719256166,1145066717,3424989800,1712292301,3694467441,1851828909
100,1568844370,2988348358,1934705603,3916354155,3552922911,2581169104
101,3537725931,3076939590,2697531351,1063880466,3670834992,2370622536
102,941673209,562626169,1132966479,1297895467,1129415023,2067731243
103,2899332578,319457039,3384473345,1236763479,2704175722,278616220
104,195114707,2702728633,216147590,1529504571,794125886,3026348542
105,2223575273,1585325668,2594553851,209361827,370802444,1755077853
106,1952661107,3022891392,3659598107,3536738913,3345475581,427050774
107,1994520461,2258842901,2721695627,469437408,650615845,4035853424
108,276141303,527866010,3877227007,2920466501,1856959897,391207543
109,2504576578,104669851,219497725,2463263518,1233151074,2673014700
110,4290073434,3387211335,232877113,259219931,530198087,4047024248
111,3684551559,2442779058,1919168525,335485602,3612424518,1463612528
112,2841029241,501370595,1785845864,2472641324,4199134578,3722167436
113,565536744,2089218183,1530131853,3431685812,2733133297,1974945730
114,3706682257,4051273746,354301299,1004764553,3627515134,3610900909
115,3233561992,2645689038,2237642389,696381171,1026302104,1588358854
116,3961314585,271349109,1280075418,2725808576,97154081,2574014018
117,3712170761,1341386568,3951368721,2377322501,119897261,2658119562
118,461486701,4081550445,2413177008,45752367,736844289,634361809
119,965176315,1115585345,2230466984,1301647706,4181171557,3620433002
120,2055765027,2193483924,2620913404,1075236196,1606495331,3057263204
121,2798290845,3152052470,3614777096,649730302,3598263589,3834243059
122,2983455044,3069100078,3130268920,870121692,1887694334,4093846197
123,1189655387,1848611444,2345280896,66687110,1357855003,3171416793
124,3398903108,1145041677,2088370154,3230851440,1868554062,1118869230
125,930466560,3151019609,291595220,366355061,2852067033,1755691721
126,3219085827,302792656,2376046064,1882984112,575578247,2597144084
127,918184339,2346398530,2982982388,3570438163,1270013201,1737704600
128,780779630,4052328327,368166546,22350861,336230720,2394343883
129,2198088643,2822807623,3643201877,2733900426,1469274214,2764322134
130,2769164768,2608744986,949112045,2794577029,4244173672,1765340817
131,1918907077,640284096,122165507,4170355116,4016589845,1192874173
132,112424968,4169848165,621911517,1884186985,1061134733,2039476918
133,2773655529,4288861573,3414161655,3492328611,4227846083,755421257
134,132640152,1578592822,1318689092,3687602784,1396880286,2866943580
135,4104186731,2416185663,2712082378,102979104,1128527789,905908184
136,377620961,1820072856,408736567,2822027453,2612763478,4115440810
137,806127087,1959587109,2275603085,2882825653,3521346881,1276956253
138,1737593689,1420654907,436472614,3247081207,3018114717,1495906805
139,1243286982,3470134455,3748631259,936474348,811585984,1176591427
140,2403594151,1633724006,796637271,558703972,1268094001,1385862770
141,1257927371,2547402940,3943523492,3715030393,3894567445,1763622311
142,144038611,2980771756,100390504,467005687,2793972683,1909390231
143,4165921375,2858834995,269046751,711720345,2132461025,449330247
144,1968004483,1840527341,2847805356,3696209926,467579687,2165621126
145,2571874504,36300279,3341832206,1957885309,1473465824,68984532
146,249470171,4015797916,578488017,4088053419,230780707,3572965084
147,3471114099,1349757122,2146351768,2311267904,3730346037,2377839823
148,3512003127,1131011206,2938046974,1093088493,1084254650,3933687230
149,595854316,1293607998,2560237621,4261684857,3923953343,1411671389
150,1859283418,1247263912,2361953857,2266597308,383667784,355761738
151,3711668514,3027072542,4011928782,1491906249,1730151436,624950173
152,2550904304,866404234,2470375320,2780962880,632453657,3994517973
153,310848840,2628177184,2814033734,992433748,1680973982,3468553322
154,4173909487,2168744831,519083823,1466185556,2787745433,216519132
155,2380235550,369473523,3992365727,504980074,2097577227,4246822632
156,3021989302,364420957,889399093,3811596184,924985278,3377365208
157,2450418416,3956162938,155855709,2961701778,1685953666,649049933
158,2145946378,800607557,604366373,2351167755,2179850926,678979888
159,679827279,4108744938,464084519,29211684,3692834614,545580741
160,2517789848,2726727257,1760702695,3306293189,2226434762,3608190461
161,1248919747,3302635782,2646383287,708398970,3348182200,647618795
162,1071380517,3073357420,2451926941,3220653263,750257449,3117146567
163,351264126,3047526692,3358907606,344083472,2259219966,115923799
164,1561400679,120721243,1451304900,4215268056,934316054,531012971
165,516728045,3764981610,3243632380,3103545070,46966273,1749340934
166,4096582455,1828207851,2976639507,411256343,709229533,1137885744
167,4281902703,1894538617,4197343515,2014691589,1063618661,1436193328
168,2294624891,3421397636,3646766224,2495320568,4203622168,1209258112
169,3708668674,1511678835,2076239883,4224062879,451973182,3886455596
170,300883800,584571287,232572106,4167144919,2625355403,3493636432
171,3529949790,160051158,1064710909,2910857914,4202789775,923592357
172,1485052154,2127229858,3541712941,286512991,1734934235,3281645157
173,2402576402,237005192,2892516745,2275328132,1988061880,1325873449
174,241137891,1269945825,2186272271,3838899385,1882460944,2448025992
175,3071298727,3473791655,353159664,222720686,540518277,3544431512
176,2802576434,3929765566,2249415032,1975670179,3203178817,637786123
177,2823385669,2376699931,2767443703,2141566952,1565481533,113178244
178,3880767467,4147913240,1416383368,3108018734,1279091225,2720211590
179,1953609767,3260618378,2958252850,641252946,388900090,2820228296
180,3835403050,2335844998,1376724481,2265885743,2974500237,1543956673
181,264281426,718710195,1685691779,2655620050,3659793758,907333779
182,1917338481,4006377000,1496852640,1194657882,3649870576,1795152198
183,3255625517,1023792636,187238369,1556792318,1388629216,2291654988
184,2700338377,1504906808,1562768559,2008680053,2397368930,4259999131
185,1631492796,1078125529,4148566240,2117704879,4124815452,2030809440
186,3274810075,1381403326,1965402688,2394825777,3272189954,1927007064
187,1940794502,2497029916,4064285079,2729183028,4269410580,57287933
188,1598391524,2886962320,3696844404,446049437,2599835279,3105090106
189,3082032659,341875868,2418062232,2597924843,428802250,1746256803
190,1525028976,813473091,3290256120,3833876798,3266510942,634990719
191,87493581,15309154,3932362181,3243701428,2650551019,3157247735
192,3095606360,2539375114,1798699967,85127030,1837391519,3687048986
193,2328148637,3030923967,859093364,505992568,259147215,3641219999
194,3794579986,480473189,2895320027,3489060937,2933142612,2570640408
195,3107023544,400213992,2447588531,2255508853,3017573786,3602899172
196,649987636,1262585367,1441124532,1581512286,1014254755,1632464729
197,40122511,1860411913,1802558521,125070333,1833095671,3940220419
198,1896856840,2800801150,1118486245,2563489483,2449713678,3839989440
199,1201031984,3149061831,511888241,1790282237,382126852,2452722379
200,2477707434,3255360158,3528780162,39375710,444292182,604974117
201,3022758744,2508904284,1454145541,787881438,2502001558,4188230872
202,584226019,1237240275,1233711934,4119577621,2129540352,4016168755
203,1173324004,852031394,3095879198,3544632596,1698817437,1335626379
204,3510975588,3541822861,2793542031,3428045414,593977678,961113181
205,1295367113,888950100,1394928356,2759445155,3109074511,1556707648
206,3201430863,3705147503,2727818628,2264752464,155139897,3707817450
207,2887142998,476790751,1039245327,3639453161,2869758683,2784252362
208,321827542,3797450868,1900597541,4239083658,1357157013,3846309810
209,4173759217,1625122935,2939841290,969381531,2008628284,3580744437
210,4069790256,2113627605,369950776,3153460903,3815487036,1207719731
211,517794473,1180688838,4205059269,8509645,1141627466,1312659470
212,3295026494,2523978261,2470562045,1661122829,3946516525,3565839817
213,3843949737,1228260459,207284469,3668419232,700523597,3996225710
214,3752210502,3749600650,4206028476,907283110,3815208832,1294612708
215,2724335619,3982566032,2472207344,2332432431,1198906345,466775187
216,1262185748,962170047,351084479,580653320,956465459,3054480243
217,1457073657,1476212336,3918683891,555379474,1772488057,563737078
218,1479540779,1359295449,3095094794,2939236067,787491469,2707565728
219,3764926468,1325804605,81615870,2320205605,708940400,473640546
220,310848517,2109312589,2582900621,4188396691,1816511652,1219273376
221,3152343639,289962056,18669622,467332188,1770122248,3383751889
222,286799877,1556764031,743374984,2020781619,322987177,3985554068
223,1845853550,1243597749,639218481,601889862,2597819410,1883619078
224,3227936495,2426546073,3524732395,1166495912,2503249366,3333401176
225,290377981,2682096346,3681895914,2864532977,10947183,2575814277
226,2348005090,2140770211,3971312265,971318893,3391283493,2925497360
227,1646775675,2443065735,3096847885,1299368805,3901077506,2181955066
228,3448984505,1747235980,4168117161,2602509680,1289845136,2114401894
229,3802084768,3757230695,145375234,4184820053,1643302073,2462185778
230,2080610741,4064215926,2842280183,3826003447,1900257632,3407786421
231,1375266353,1872355548,171567919,4171995086,1791070618,2606971047
232,2423184356,488810432,341474446,1335162860,2986831661,3798920231
233,639266362,3092828442,901944331,972513617,1645293429,2950247676
234,273528822,3223110894,3484718522,192885450,2870602538,1474091718
235,3608328089,2750608945,1135037709,1360028045,3366305704,2616545892
236,3981886452,2166767626,2125411366,4125729052,3861815312,539873673
237,1388882159,1049570918,396484268,2031333414,2308402415,3898660192
238,3110265620,675949300,935390385,4238652047,3462063243,2927897435
239,3016067536,3221923828,1993350474,2435648619,405418336,3758199351
240,1115037675,1476984967,135416674,2410527628,4173449831,3841103189
241,1027890307,3110116316,1361791846,329901490,745798932,1209861989
242,3687614713,2742323880,907784958,2024151948,2500134936,2066070692
243,3915195709,1034204813,1401360080,464004570,2839308113,1241564873
244,2986826055,1715292259,312175195,1300172042,2521267736,1273920210
245,1284880461,2519997453,1051255273,2341669810,443842707,2636857516
246,3611726160,802667968,78534723,2342181182,1747725851,3067035420
247,2835761620,2349571432,2216305325,2615100406,3710308573,2434178744
248,3608377647,1899650004,610762633,152085066,1714323302,1436882874
249,184133720,2277742260,2910761946,3934083293,216680155,3165263291
250,538137761,641238541,2934976088,3489810755,408656717,565294638
251,524611409,3260936453,1951781453,3560101225,3464280877,2138468291
252,1996326084,490125128,1939961296,3931712902,2514083209,2528868851
253,3192918496,559169011,1261590750,2757201026,2765450872,1193057251
254,4216492842,1600713326,578084495,2308101416,1189006084,4192586752
255,1398746835,944480390,3014523407,3775223987,241033895,1450599306
256,4136978252,218848061,1213620130,2956696716,676336269,1612055014
257,3707198853,974119511,2834887630,1695496682,1776900349,1734461595
258,2655050404,3898108455,547434397,2881134427,2849095556,1773350582
259,3710291690,2654992271,1264641741,3285378873,662749891,1930829271
260,392701518,2002370103,1080694742,1938399593,3212190438,4258021989
261,38446116,3807912455,411022776,914091518,902383766,4153285997
262,3322288549,1152478105,3564943639,3058213994,3310684152,2261309282
263,1624053374,1678574171,789676671,783753651,3418788967,3371307749
264,1154562884,506091395,29635429,1899093970,1306643619,440561549
265,1618808295,89531281,1222426813,541613471,3815399493,3728026928
266,2078794022,2111995662,3962749346,501631762,2507515424,1523848089
267,3256033913,1366941842,3156731350,3164308681,2410056285,3997483452
268,1491009036,3257424405,3413437922,3914886226,2518666036,3563853362
269,1363082628,1142738683,4075011444,620494285,3014780561,30951646
270,2985041680,1128774189,2844235514,2139300003,1493605023,1343464033
271,1441353502,2927360301,1297090225,2578890562,770769501,2969096759
272,1764686685,762395048,1767903471,2730143071,3452168522,766920528
273,3997860581,2542586611,3744468530,2274215843,2041522896,2850874050
274,187307985,3033267560,1838809895,2341745396,591718972,2528454170
275,2180872800,4036538866,2855282122,3104407254,2030700608,2966497180
276,3734070602,3652580761,3210148471,3620139308,814560785,1639913512
277,2761907864,1107817151,1570103933,148170508,2419598157,2714159037
278,1919376787,2821024872,3386805654,3821842026,3923761454,706462828
279,340445293,660924709,2640344694,99762352,3642668161,2622673583
280,3143693308,3082097643,3652256608,2075303169,200542357,3433128160
281,3855872033,858044893,3963677792,1783146683,153096221,3078847091
282,1566296536,2933092032,4163220138,252486977,1621303759,3419482049
283,3565834213,818398504,2433611442,3236437925,3410809810,2863291949
284,2657046735,3401975633,4052154447,75420704,4266533596,1428407365
285,2776858889,1304167043,3352400597,3310459627,2231133568,2437226379
286,925509725,1585465287,3833234770,1748630307,3838923538,858353970
287,3838425889,858630994,1570319938,1396300814,3101055001,3992820960
288,3186748572,2579267249,598141422,434795077,996889825,3021445180
289,3950708641,4133653528,3045175708,2155030203,3498970725,3985611674
290,460325957,1502876112,1735179725,1766268622,2485119789,4219597995
291,1024381873,1909912685,4142997357,1376806924,443594603,3888984279
292,1231262831,755642721,2009081577,3136165336,1016136418,1005737095
293,1811369186,2973106216,1860263917,305295016,2252329675,1380219228
294,1435469307,3358430083,423012096,2775203955,2961120369,249482319
295,1146447213,1371666983,3835934456,69348421,1525763585,2987431365
296,1844255981,3762795421,1313999089,166272444,965913291,3446132716
297,2990977563,754379188,4262815992,3808293973,3507151799,233288872
298,1947640139,4267404460,308442240,3224791686,2629363674,2892023197
299,2524417762,3664517529,3672383908,2810942649,2594588939,3726674408
300,1372545068,940106981,681575095,721580082,2762600886,967842218
301,2029688318,2116499785,3877580489,3937726632,295018223,540628818
302,2693784450,1651133801,4057083862,1412639760,1924860678,1906238716
303,4294482086,1922853196,3091129898,4170583200,2949320421,419915447
304,4199480226,3756004180,2713878015,2122175695,3843745657,729751234
305,1112117441,2679577388,1916306576,754225455,1597732027,3940514862
306,3278920349,1586359602,2725969889,3801010061,1310396243,2878577513
307,4065254119,183682022,3217290913,3607236763,3012224181,3016647563
308,304624147,840271305,62998211,4131536965,2281572189,2942338302
309,4232967509,4259413195,3456680826,3753411403,1505903552,2887269293
310,4127811738,2561788491,1126365639,2534205835,192158517,1897018899
311,3692713268,2317444422,2158983938,3827669438,1701437560,2996802235
312,4163002346,3234260546,637411319,220695538,1601824465,1100214610
313,2071064161,2375280649,2460439937,137700655,3794184566,3278087541
314,2109368591,3325831728,3168780814,4134808597,3697812795,1116623891
315,1720465397,1657202079,2115558080,2987412266,3460664468,873506452
316,3708767910,4039281102,1741459148,926922350,3416706230,2436795975
317,1452218316,781678522,277773026,729736974,3200225868,3797069735
318,2786247329,1338088381,3178697384,1867912984,2462518062,4228706011
319,2503588343,2139830216,3123755090,715518182,3275144932,2586325865
320,98584689,2365052565,2545292081,299108075,3051164275,1361712675
321,2412244902,792325812,3774378763,629569185,2506148119,1216451298
322,3806801884,3894697773,169929129,1428845789,1278147706,3194836788
323,1568695410,2626500902,1345254886,2790345746,1162097268,2698162417
324,3165850195,353698225,3996172821,2699878535,1262434226,2531734836
325,4057440609,4104953150,4236869502,422482771,830058837,1948774408
326,4233656238,2489779475,2082609888,3016719028,4179465797,503877706
327,486851473,22911353,1392391623,3937600816,1859129094,3769510985
328,3781784183,3870182538,2805784052,1062487099,1518835866,2808133373
329,966560992,2953763465,4078675553,2893536000,2844651061,2749936651
330,3831508752,439101705,1007920493,4162392918,3180016211,264181440
331,2202237509,1337429733,1287318559,261278776,1785521578,888354954
332,1588278633,3987482869,1593881330,917665247,1034541288,1405192139
333,3270436065,829336223,786106805,168227927,1924005602,2271864918
334,3529615841,2197145550,2621823716,2056595602,2198126925,534499739
335,1507037353,2827228293,4013644502,302538338,2685859938,3388910606
336,2546324422,1484712834,1094962646,3717065224,3386022831,339748344
337,2927311386,3295462194,1357076469,2575994488,3113115398,1149186235
338,3726557012,915977883,4112579312,582196367,3404725228,576266865
339,894260661,3999791973,1695332834,2136659605,2405439425,1254010142
340,1302762290,2410754433,832889542,2365450707,96630186,4197722098
341,3732046805,1916976478,2103588645,4008352104,3439425546,1313661188
342,3476831888,503468783,846522526,3784501397,1524034332,1687364519
343,3120099725,1076737514,3607095028,820915323,396409770,3666085595
344,1655203897,591361994,2871732247,907992761,902760387,3582496383
345,945026188,3746749786,1810012943,345301823,947950441,1722052789
346,1922759056,117248377,968374313,1785388756,1851033996,933302427
347,1462268811,2707257847,2086729253,2257896019,682071471,1920227247
348,991553054,4064783081,2444986117,938342807,2818099892,1676485172
349,1057567948,3432067052,3165953016,1118666311,2792655035,2694237838
350,3364885005,648855262,1852611276,3764639519,1720364362,72320292
351,2011415657,557985901,2858082164,2644997397,1659902054,576591114
352,635076813,3074449313,1067274216,4023256036,1933102551,2554081763
353,2836498561,1747227213,3202956540,1243021945,259810318,3055691318
354,1846246452,2592983662,754253565,1139442049,3088293604,2142280842
355,3136673515,3247635721,3981527742,2705336355,3953345821,3733830066
356,4101249371,3257278633,3537969844,142396479,2916508099,420911302
357,105929453,1994424230,1776067194,3109909144,1192926590,2785648317
358,491711777,2103939909,3869512081,3328995078,737463784,2062241519
359,1075630718,3434118946,4009696719,3286611303,712479892,2717929368
360,4134455616,2600248965,1869633475,472440951,3357264849,348797493
361,3306023980,3351451052,142540685,425611448,2030182116,481038798
362,557123809,3259832208,3451186251,3050028791,1297447036,3709430538
363,3926094485,354163281,4190717061,3520300078,1852355218,3688434308
364,4115939750,3081132775,1222512444,2851028333,1253178991,1458876086
365,3020404019,3483326405,1268846605,203279431,4212117039,3061755881
366,3042852133,1579197879,888253287,2324949952,4060146893,2826357685
367,1402072715,3997367395,2390005318,2210108019,3198313020,2466692081
368,4263955718,996879728,2572900864,1730527189,311334155,1531034297
369,145604417,2090641875,2416989463,2368140791,2992196727,378506575
370,1763176745,567998867,3373564298,3475921079,1983713387,2084724596
371,148598676,3314030215,3726088237,2380921065,1207916908,3480691504
372,352913399,2751923170,2965366099,3091390796,167095748,738294961
373,2811037113,1071374088,2856207263,3789631585,1671913349,4184582424
374,47562783,3067215862,26620527,2056176791,1114572616,1268561745
375,2031279293,2768104457,2963448165,653476160,717136134,3615262727
376,2719299522,1090510620,3378690243,787489654,3775207928,151039636
377,1661484799,1022086884,1806446728,3948124240,223794424,359677443
378,2763985574,3404980339,4138995264,4175886236,3221480804,3881095194
379,923901920,1000777214,2329204836,4115430808,2390878634,394939651
380,625087884,3625963605,1786472456,4031350123,3775555179,1128413500
381,4191905544,617925,2561153206,1266354868,2171847561,2178180522
382,313669008,3980803644,4284708515,2710349631,1279752185,638467373
383,3639448011,983317262,1875684367,2974356657,3989745979,3457282336
384,1778073970,979493721,3895650036,4104958470,2152608205,2968587998
385,1441422160,451087732,679516290,448098312,3376518763,2078338478
386,858042434,2239535596,3584321421,417199367,4095270931,3928029292
387,3385031485,4180049828,1321086796,1827842778,3107124068,2679913763
388,2792881176,3227441879,1186593270,2598451326,3890274624,2744655107
389,1195019596,2005553616,1464393649,3429157141,3038055676,44752410
390,987150462,3708500075,2623820689,2383105544,3850824817,3473503438
391,1237192103,3250136051,3967942588,1629067464,302926971,1258024184
392,423424877,978927452,2194843152,1543500427,4053326997,1157685024
393,2486423713,2844174581,2634512616,2041624691,1053183388,2222970140
394,3753994570,3265635431,11377869,213676869,4239684683,336661636
395,3316982655,1779954409,3732370710,2532342134,2783204308,3909238505
396,2755170499,3754275660,392096626,147272263,2471211059,1965183486
397,381183698,327857656,2952283963,2563838111,2048466488,2963988980
398,2121136684,3117258435,478177728,1014145589,1387586847,3684997363
399,382940746,1102667284,3151241212,38641961,2727744160,851372616
400,1768049876,3919135995,1658036251,3395093033,1698018843,3462775040
401,559985411,3327215828,1131981624,4000359470,104425245,2988690069
402,331891624,3001866485,3029451518,1886877933,1574427260,4099201041
403,2632651801,3536738456,3106818918,1556002962,651893177,1601472576
404,971507135,1213816971,3640458914,1649607063,810042000,2128676222
405,4202073927,2570213776,2731204205,2772076831,1201316145,2959910477
406,1278579671,1095372117,3744242960,1660206984,1389303070,4242690231
407,664984873,2628000616,4006409487,3647578608,3850299649,4086618449
408,2233199605,3499833767,405200093,3563026988,2137059570,4119045163
409,2724615189,536032402,3421872359,544758078,2419279524,1327808853
410,4223678546,2355624986,3086799028,2411774506,2185350823,596156363
411,3955821416,1726364936,2468585461,2811051876,1327169336,350608031
412,2087161268,1077587421,806403482,2287996442,3813114740,2370245899
413,284096861,3895797365,3609603623,1962143821,3524823499,2920143432
414,532940577,270048218,2228988561,3004345536,1985909160,3620810320
415,1778769009,2625226921,294686,345007768,3171883867,2228848519
416,3783048553,2767925655,2502226232,3335945622,4285033230,2938870201
417,130299408,4212601984,1511427423,90168930,3979158901,3011569157
418,1894870840,2771194952,692313069,2636535856,524219698,4031623823
419,479288820,433916872,1133348759,3874861539,2764725541,3826858177
420,855256748,955277592,2114375684,2087923995,530887434,3253533237
421,1880142434,3719199486,342368081,4274316929,164423566,2169595786
422,3207455269,1344670539,2326051490,2730683233,442822110,904352774
423,3615193038,307903890,478985569,727761335,1285337664,2940274390
424,3213821316,1884665302,3527598959,3606918696,4054979253,978338171
425,3721320611,593144230,479983904,226381017,1564157994,2861895122
426,2405282437,4169911210,3632881135,3008495508,3890067845,363783392
427,970976263,1539765540,590160260,1756250944,1497404866,2077069838
428,1881897232,3186996784,3018186084,1477704099,4165739856,2247800124
429,3360522637,265843268,186813642,207560931,138570390,3416857309
430,1446338955,1038362208,1339125091,2112093763,3447919533,2938264900
431,508231697,1013172548,1951809988,1272083968,3152595016,3521721311
432,4108660334,4056425216,3605712110,1409398203,135133208,1311916317
433,3293534195,2326163960,3362173853,3898062611,4126174189,4221524327
434,3970025684,2414682154,1868184641,3893906495,3938140166,3333356253
435,762110348,4026745629,3047098658,2577326152,70138766,1137734882
436,2280726602,459568672,1894101481,314026775,1160780299,131045865
437,3667335869,4200705616,3088323613,4084667125,3181287695,3237150981
438,2307380101,1525550510,2262659739,4062795603,3458798437,2023466522
439,2385013912,1232166198,1818137045,3041185656,821382161,3545212242
440,1631901585,2573505417,2782649331,2616257496,3175408161,1801961528
441,4275045067,377046364,571089659,3070929270,351953777,3032392458
442,2133482889,3187096949,224734658,55511667,783195614,2149896553
443,915189505,2303495324,199910275,1496750294,3609885005,512042719
444,4045161599,1982995593,51818191,1103241008,4004455771,2602801261
445,73145393,1048395028,2931874291,20181118,829964328,265992746
446,1489280398,141855240,1846157441,2945577562,2729965870,1137467206
447,2330827621,3428989031,1360564239,571928773,3760385577,81804051
448,3782949279,1069835924,607309001,3834620677,2742257467,3589343459
449,1863565051,3028311663,2008775908,3177250114,3862381292,1071620673
450,171247293,3591011254,205228514,1079101181,3184126801,3622117046
451,2343829060,4222544274,3965914971,1888489258,929666312,2253316399
452,151560171,2472661827,3494543977,2018338368,3812929490,3814586217
453,1610828243,257111009,4108701939,734261938,2655189684,1958442245
454,2819604761,2674902721,2711299919,3844266657,989418262,228826113
455,1270807741,3187390165,1427734093,1461796635,2164826409,3302640175
456,1015625561,3663442853,2323755355,1863921854,2096444958,2551233782
