,0,1,2,3
66,1032141960,1865118581,3309017264,3961321390
67,1543882310,1539345468,1570990404,673536402
68,448552399,1556795907,4245231053,1850923593
69,2589764932,1978739420,4056957590,4115224430
70,2490747697,127280745,1370270249,3687174897
71,1341784648,386866051,2580767376,3997401395
72,2519530905,1453093875,729688725,3371291027
73,1095948092,4280668715,639115707,159963335
74,1635449571,1533349504,3374828500,2103182801
75,427906038,2319027835,2161487926,2137607381
76,752763212,94551868,1752881130,1199584260
77,4085595721,232728699,1472159746,2580027726
78,3264734629,3831354935,1011879989,3430844369
79,1538579465,1458181735,764736855,3219699308
80,1799552108,4114724833,959526308,1102913071
81,3985803652,3942039032,3266476937,4078167339
82,3716004978,120859367,741218841,4147631775
83,3191125508,2027584778,715661638,3254135663
84,1134178823,3702595471,2255386777,661627934
85,3045598305,778411785,4008338793,3447633300
86,2377301760,1608521021,2900143153,474050903
87,4166055825,2930883812,749458122,4028220522
88,2127226248,143199991,2174919862,2215083700
89,691207004,1673646521,3848477468,630446348
90,1370107971,3295385131,3060499737,4033807573
91,1087225731,4075523942,1521348139,3956973828
92,918759694,4217391019,1894909000,4036224503
93,3334196266,4029529687,3258648696,2348324515
94,2490003724,3070181180,3826439108,803377027
95,3828311696,2334509353,1605265127,2979641793
96,3873477422,2462012606,3122232163,1607025872
97,2914083348,3902882093,556982591,2255347255
98,2775369369,892250370,3286603291,2630015807
99,3309249343,685958892,1020624161,442737617
100,954129473,1554969673,1902382558,1199560247
101,321353630,385559173,3234836800,951891251
102,431595183,2415545009,2760390694,3865318918
103,4292386021,1260227344,810113170,350571349
104,926059903,169241900,4086787851,4040092621
105,4147557320,1431302191,3027372322,638277169
106,1696607681,1344962509,4085325827,961096074
107,898626959,1091266951,1894767203,1165414779
108,1618733977,2615922759,1112445263,2702474780
109,2548032022,3270851610,925780513,3828367642
110,1047325447,3402769238,3256475909,2154895945
111,4108819263,3536428010,48864189,751087698
112,2867619484,2750686484,452090162,2303377185
113,1293774003,2160715197,974615435,2930408001
114,2296008853,294000820,814517632,960399642
115,3989532413,2691797919,3606500275,100419924
116,2746191555,372449879,286415994,2147761562
117,2566244136,2506863935,1483269152,1195870929
118,1629547734,82185074,3035034548,4107992864
119,2133264667,756507910,3827181946,3607138004
120,2545506394,3851451266,1165418371,3898412133
121,403068691,797788575,3944988343,1677794715
122,1763813136,545300000,827684227,3565824993
123,3847015964,4164027965,2270508271,2023592837
124,2028253835,1658837020,4043730292,241991741
125,4165932302,3292066738,3869918922,4034773910
126,2395500004,1906727122,428390905,1728594440
127,1310104430,2073213928,4165051874,3832899279
128,1550346799,2195557497,1468278711,143894374
129,2073962705,2317979653,1302295042,4153201055
130,2095039088,2248458446,3918503427,62030131
131,1219781692,2708630514,895485428,837776415
132,2492595161,593837480,3538331244,4290106553
133,2816041844,3491084266,2858686706,359860005
134,3496050652,1198082378,1304997874,1989488083
135,3618008812,4053076202,1218139205,3244575397
136,936026164,276341762,925605035,881972830
137,2586165590,4280906335,1763440162,17948160
138,11669133,3965932533,420843537,3645389056
139,1850756368,84980328,950308440,2394046180
140,3060345666,2372547397,2302019193,2305171960
141,2801122829,174701033,3725807211,3137781931
142,3781864235,1688245199,685553213,648474465
143,3491978742,180579643,3399686883,645741652
144,2651536889,2705352599,3475415104,3547239420
145,261427094,2749260525,1818614037,179716187
146,1594977156,851584755,3182594659,4153317504
147,1594312917,3245480411,2572226053,1647025769
148,1856065270,423788243,947313677,623138811
149,2444869121,2109370301,1864320435,1766443727
150,2966496280,4084966496,1728183222,1206752675
151,1437062904,119327469,2171677929,581154232
152,1611434536,1907915111,116229416,1960400791
153,1830024364,1228577287,4164570837,155278696
154,1960104643,3067712418,2463498690,3122542349
155,4252427254,1186252638,3730368367,3272610395
156,2103884760,1505432237,178321503,3264680392
157,3770455277,1446121011,72745306,3625480419
158,52797515,2994664577,143550985,3197561807
159,990045614,590601242,3535346703,4151822670
160,3420368145,45526595,4121436172,798062611
161,2912347216,1070915388,683143447,321070468
162,3239399286,2615075049,2067471428,2714928047
163,3824789154,2868744289,3820290390,3469888426
164,3300761864,909147393,3587935683,2778691214
165,2999131470,2266256428,455027089,3367896974
166,2522550722,2570933471,2058438492,743087255
167,2614829104,158643277,3541556003,1366171339
168,2782018680,3065799050,1586234054,1775209726
169,564650974,2076333044,154663624,2474197342
170,3585031704,419651117,2745302841,71111923
171,1446392317,307675489,1967580094,2027579410
172,2051591402,3015098949,594931089,734480148
173,4068739268,1201906198,2621998032,544904095
174,2507913461,104454039,2258962795,565993396
175,716876913,2315509624,1405398711,3902443713
176,2310212616,2404876688,3042746558,1520352959
177,1657131171,3044652845,697369550,1303833955
178,1905638350,2222600875,2239145668,3708574973
179,838547672,2651741408,1843554529,3795171166
180,3140819162,677175738,3658417529,3795537984
181,2283127029,393050415,4132583173,4215310493
182,1177416486,3632205804,194471740,1168821211
183,739654447,2712250124,1580046122,4170210841
184,1917169113,4227299679,2617974515,2114290169
185,2010206125,142089033,2241961185,1008389479
186,2982702285,2870116669,1803325254,1125021762
187,735922304,2964872044,1560591868,2481378817
188,3153444180,3857856180,1927137954,3792891510
189,779315659,1754854992,1591233553,796072166
190,2113816554,4186284167,4129969750,2408395877
191,2730015546,3700397063,1007564776,2389982227
192,792527753,3416517689,4112390662,810383171
193,3322333946,3219752714,67475827,448141512
194,3790755587,1926724918,2461116632,845101655
195,1033533387,2753589804,3266105890,1865808175
196,2382331353,3600281520,2889655077,2437179940
197,1837310490,3685566626,1142647141,3905809645
198,769338464,3674607873,927075592,2762886570
199,162506746,763138459,3141339420,296498658
200,2672274297,257664689,3980286702,3468194375
201,3689494618,3374628062,3599509861,502137390
202,2756768357,907687883,3605624836,1258255577
203,1193054094,1769565192,3101764044,3851967197
204,662335276,3184623717,1130895457,3523536524
205,1671962310,334685334,1866507109,336834817
206,425836399,1976667756,314697988,3715578773
207,116191626,4119026132,1885518697,2900995510
208,2943494442,1016646971,835728022,4211746047
209,895857525,3557586017,1701030861,302856112
210,738903531,2458356631,1334183838,4084108434
211,3034090741,1866925994,1984024959,460424258
212,4221922885,3353652600,1586607115,49994986
213,2918883322,1183105162,1711736630,2443052245
214,1430907906,1195288146,1272464235,4118127689
215,2439471800,442116145,2157248032,2457110106
216,2599219295,1039595304,331746024,1618684717
217,896467875,1748104475,3997880839,1718322441
218,2189872340,135215764,1086183020,3811458251
219,2205704785,3805688482,2867356685,550452303
220,4233508243,1766314406,3956172963,3688039654
221,4088001399,1519024973,3161075000,2552878656
222,3303090183,1263899900,3308634033,4188489239
223,1146210987,913061684,472153473,3523777213
224,1102424229,2305789043,1733161892,12190731
225,1685366504,1301927099,3715373518,548281738
226,3190277378,1595700650,222052742,380070785
227,1620642338,1977700827,987680474,902403266
228,3960330461,2359691306,1567362081,2412650358
229,2859354690,2120663947,378009887,1731953916
230,1301335487,735822579,540043783,1196004987
231,1790825157,2444747886,2135523406,1300527370
232,4159332193,652836175,2213819553,2564191308
233,4131081037,3157410131,1786109979,3023458207
234,728575800,1010611260,2874195773,307035978
235,3091053661,3076328606,456167792,1574927759
236,3785918993,21534271,3061768229,2751179472
237,613863530,1289055261,3455990735,3977224236
238,19068128,1200183162,213041409,1419914824
239,1964543330,1861227155,3583485661,494616132
240,1778703423,2110321618,2309801460,1272170493
241,2849604508,1887968890,3907330733,54317289
242,3577145713,507080013,812860574,2029746947
243,3546416261,3601020097,1470516503,1548625145
244,323761650,949421630,2379081304,1406712791
245,3265756876,4000495842,694365342,2980159778
246,873553578,170888621,3961540764,1292969280
247,660945873,1400283969,757725436,4029419584
248,4243458351,468725549,2775866291,568565756
249,999293979,33326789,2726575263,4033953189
250,1609163714,3012489713,3569046966,1317290650
251,2437924896,33027471,416986085,4281000677
252,1214513212,1905331551,404148415,1504077114
253,1573130662,155943425,2481858833,937485994
254,2031998755,582064958,2530769382,2193658526
255,3865544826,447377201,472891758,3802807497
256,4074475331,3732507655,3465779673,2642850539
257,1148164712,1923989875,3277241595,1889541089
258,2458204696,1690913910,2176546612,1673590472
259,3611575294,1592643653,1335806903,206164418
260,1029690332,2472289821,1631219082,408553126
261,3411339059,1040436717,2590032581,2316320428
262,2794158242,3044398608,2844490123,2456648
263,3396901229,2560485878,1185587640,4103577694
264,1534873916,4191202539,3740826391,3885651433
265,2608950126,942718674,3939683403,3059139831
266,2577209204,2755605403,1035813247,890225760
267,2345471593,2165722416,1877040009,2675072133
268,1369396904,3007609648,2629124739,4245466389
269,1313798492,2262214740,2119676916,3455083296
270,1752630613,252253540,3659789721,1757601070
271,2085369231,3536175842,139870877,202940147
272,2729427233,542974660,2642877154,1035684928
273,703726427,2350484939,1970447343,4062558455
274,218565882,1739234937,2724464072,2591465544
275,1313778917,2226653018,1528749828,1703643191
276,2699620247,3976458833,993159232,25257711
277,1687973614,1765106347,2058857010,2642982682
278,3437368791,3929547918,353976292,2451978193
279,4174547013,1246007097,1908132417,1323460503
280,2906926114,3988115830,4033852023,4271022827
281,2464224135,1561677771,2174655430,2856822735
282,901178413,2506737037,3142084118,2087812203
283,192705332,3772587726,1651275923,3711280090
284,155417693,1347541202,358620873,3692020294
285,3506161594,4038933486,3651712152,3262454382
286,4153554392,1743269748,3643784790,1313933134
287,1283691378,103586719,421864658,3497384704
288,4145617725,556277429,4210958647,2382041453
289,4037202154,43922702,1341914363,3653189895
290,2989957075,1058299466,2352596007,3056944300
291,446113297,692244737,525216061,2057076447
292,2564523832,3498231333,2206084691,250025965
293,561817841,2850020790,114796784,3455725672
294,744478985,2287072398,2095437695,3760441058
295,3961548038,2806727374,133083510,588263308
296,1066937094,1551997826,1090500092,442656766
297,924685655,3167353043,1060986938,634951012
298,588022625,1709268841,1852857751,2580034353
299,3886720044,368634137,3040499487,3568940174
300,4285548694,1119175127,1275599547,483953902
301,682501053,2169622576,1710325743,78263334
302,408843713,1624561917,3573630770,3583138057
303,1198902264,1225329911,3770996100,2909333117
304,3291331094,1311856763,1691891364,1045024113
305,3822665102,888346785,2026222066,3053169303
306,1107403436,2171721945,1966350225,2528015387
307,4226096055,2435108811,1223429313,1571180422
308,1018461522,3833569036,3564913952,409443272
309,3753792176,2818036714,3206070025,3782668728
310,3372771355,2874165317,1595248850,1451014766
311,1321203588,2591546296,4230846890,801848664
312,1755308317,2764004024,3689877031,1423425569
313,4245688715,2422325122,3115549140,641378165
314,3966603084,3831258341,3037941816,3345536541
315,3271716646,2337946837,2133908020,652713132
316,141404946,3835585293,972306582,2604396703
317,2821817771,872946834,3024808964,361759707
318,3381019594,1318224757,943133448,1230543224
319,1506529433,2644537813,4019420714,2445327129
320,3367814392,1640528250,930984537,3790117606
321,3731015603,1227311490,3093631110,1018566848
322,2165692570,1017391406,3194296624,2592712018
323,3342770458,1929239772,1737565382,2419758683
324,239821237,355066752,3582153078,2466515804
325,4013296558,1747605487,2324718130,3394183461
326,2463905824,127078957,1296851384,3269992906
327,2142181047,1968945392,547956847,1925944923
328,10266912,55195317,591424151,3764594601
329,248404054,1375423260,3356261549,1166909009
330,582401125,2790929348,1217390960,228543091
331,3290772582,3656210313,24059764,1938553071
332,1386926780,3971148891,3153410797,335291355
333,274131380,1502125243,1110891980,2786510169
334,4113749113,2753515357,476172095,451318661
335,3623710350,616799063,1743604931,2458057043
336,2809759968,3604468654,3172261517,383589109
337,2361106182,2296425820,335802921,4192661840
338,3586436550,652825783,3012761067,4017472008
339,1447673407,22970499,1739305610,988357308
340,1791424281,659586093,395220737,4289191048
341,1370322063,1395475607,3829219443,2784305711
342,1797636605,881677332,1406656335,2906242953
343,3488378452,2419925317,354833647,1273939572
344,3807379461,3882276104,3509541350,1726331817
345,4169438764,2800308769,319891075,3638752240
346,571460569,2420739065,3583474951,803848487
347,1023067683,3141736453,2901145877,4192034345
348,2073226196,3167139702,10783225,2285798012
349,3070222987,1905071903,1328493037,199048559
350,1406387837,943171899,1433255213,2193494766
351,2445624112,2476973482,3933133001,2258838588
352,1487910269,2852455376,2636828465,352859350
353,1683299027,3040349308,1950458521,597857082
354,2590853075,791171155,1010278687,1516178365
355,1172045388,1183486080,2906547848,2500101018
356,1722572479,706021444,517340833,757663257
357,2331501573,4282190229,2947733470,2940192488
358,516938673,108362008,3734207826,853671946
359,3902963970,2772739545,3425313402,2183460181
360,373325220,1126102511,685529631,821595445
361,4205824160,1551329685,73854449,2927708874
362,3249044786,909503709,744878045,3428570466
363,2374144502,1035018824,3284894468,1688273053
364,2765247409,736749240,3770433694,1059433376
365,4146193386,282557769,1185066089,1002357197
366,952417140,681146463,2289664927,1337695455
367,4256315977,4268640059,412175642,3386606146
368,3146227140,2820936895,1628001730,4143693254
369,3440022985,1083997993,964375258,4035099207
370,2306058056,1375535872,3970374744,1106365010
371,2761577031,3883535072,1905028686,292882889
372,731482310,1540498697,2852539085,3891527360
373,2950816665,4149099186,801117992,3117796008
374,3564595279,4125883076,2744069212,1641323536
375,330916285,3191609361,858117520,3716939778
376,3520912113,1803532144,511365175,2951260906
377,3538546636,1192719003,4169954330,4040882187
378,2059251248,2280187163,3912063312,359292314
379,1827744172,3210019896,2187790591,4042670220
380,803738765,2831616673,3932255958,444491266
381,1525696216,1969187528,4109586481,56627319
382,2838674070,3258335551,3826860269,579968049
383,2920912606,3699514557,1133343746,1467174310
384,3755665169,2001824940,2106034826,4219496066
385,3095884495,667727979,2291100354,449835954
386,2032292129,1002669266,3183410816,1947041847
387,3321773733,1806409278,1008159716,414966661
388,3761449869,1645202891,2976177448,3980875494
389,1617218945,773527068,1016916099,3658990684
390,1876992120,3221306044,405193593,3796372494
391,229213652,410729902,1496899399,415952375
392,2069298884,1904973390,2819222063,2396102637
393,497489638,3888264489,195144157,2134189304
394,278911302,3144434925,3433196792,1768539135
395,3713913412,3512434124,1527133977,1569793887
396,1479482822,254320293,4171798760,2766650797
397,1443919185,1566374326,2906696098,303485494
398,1641822403,3547405352,1913505807,2533479322
399,2329105982,3085170621,1643048393,2103063081
400,195602285,4087932697,3852928895,2569568385
401,3609530478,24104725,683731788,3111818061
402,2105687969,2317766660,4033569744,288000861
403,3580339324,3520675078,2427308051,597625529
404,295531034,1848691028,263571825,3299477996
405,2120542211,2544085927,733328203,715187913
406,539229236,306800561,541370013,3809342970
407,1258828685,3311092288,3485468390,551964458
408,849904892,506885963,3777209852,3284095067
409,911527981,2277008041,3918408414,1584888992
410,4004209304,1882429869,2168208963,1912678576
411,3021263832,1428075630,424539329,1654957664
412,3283626048,248030731,394288183,83503642
413,944084540,1821748646,2823910627,1778682476
414,534191940,3501406003,3605635969,3106201756
415,3545158185,1500901834,1858259562,2748808538
416,1721410763,3800676217,1220406187,3467335917
417,958522975,2797682422,3412942989,3648661717
418,460399099,3205706392,1016717356,131220885
419,686984589,1172089146,3655754352,668144922
420,2123082560,4237140673,162466841,1232187294
421,1546863592,2023216482,49580261,1781329321
422,276813097,922601023,2514183685,3402358899
423,3633647526,1938628890,2652582930,2609156963
424,1684784963,3325392045,942727827,192140638
425,3250918007,1980721978,2743681277,3266529667
426,737546857,2555988499,2643022403,2230665518
427,1039914984,942418238,3295489478,2651310245
428,4080176731,4214376361,2121398815,3055818675
429,3041529280,2608403723,1384385570,1713098675
430,1884757117,2994440167,99903171,3283578756
431,2981815786,508420676,3342064906,3426986396
432,1058257042,3649185846,2486542571,1201837258
433,3683524287,1005323997,3892375340,2380670961
434,2375981680,2842875316,2437791170,275305469
435,1028077613,4237183910,2077906401,3272572202
436,2531909530,1677455022,2773248645,2647510619
437,1093057822,4005279545,1958407836,235315724
438,1361138485,149663516,2568354449,2757954750
439,2330134911,3853034956,1565412429,2595016956
440,393620714,1746614127,1984568131,2334550764
441,4096761811,4052746559,1591002734,3176574956
442,2571742477,2779742404,882067144,3515854755
443,3294963320,4014505904,2374498770,2837359136
444,1649576703,508426751,2224716100,2644537864
445,3655381412,1134928403,4144018371,3652333531
446,1474847079,1027057268,2064593098,1166656241
447,3281123065,2833585399,1226443494,2226840542
448,3557065658,2712343148,4171997068,2746855720
449,3999518557,3847129557,645801092,4091679921
450,916901565,3114823932,200212027,836172691
451,73309103,3175349455,501325177,741740839
452,1749663065,2720947771,149851770,2444740584
453,365166310,3147216852,560322116,3083624567
454,2845852609,3677927417,3802829944,1809450273
455,577878738,4213105443,937068085,1823265229
456,686629955,3411237555,2713706933,1661520910
457,3383680483,4156318009,1996284146,3975107319
458,1829602409,1411142082,87601963,3834382585
459,85075098,4229323605,3630326549,1380853112
460,1630092360,3039324018,1517566011,2783597810
461,729531073,2543151192,1229481065,1380791071
462,134771023,1904559328,3201061443,319809169
463,916028356,936592844,2126131817,2038492825
464,2929241977,1773353637,1146342575,3542953659
465,1001747369,3823566058,2308931425,215926755
466,3065745064,2683192388,1464825174,2944630094
467,4013227255,1714085014,3994336352,2268773191
468,1824278029,1234345169,401457649,1472519857
469,2620522161,935849978,1001831229,1493590407
470,2849493647,4207957684,1098282970,398281517
471,4266903043,1055543860,2615298023,315982786
472,1115621332,1288639509,2389802002,3075922914
473,875445073,2297572346,2433106329,4045055044
474,3641474349,1977983213,162861297,3504029165
475,3069581055,2553204527,228042169,1341258470
476,3770099117,2426149668,2654621486,1548940067
477,3447424720,1559397313,4018394260,662266332
478,2433419407,2876368089,669750889,3966613255
479,3337298635,1908825178,1056728157,326739342
480,1087257446,772255646,2478184104,2897674444
481,3842823832,3247049855,3483959347,247736892
482,241609860,1841334163,2774323593,1194921405
483,1311622365,2975018334,4112154721,3620657190
484,1800937232,3515623517,2375552986,1324275102
485,4162170961,1528626579,3423819630,2283716024
486,3549568664,3291324641,2866595905,3331006452
487,2850114936,1275545505,457465783,2350025739
488,745418238,1901243347,3324191967,1235393454
489,1474269124,159682919,388416389,2561677226
490,2034217412,3754228295,1218954358,3035730074
491,3890362083,943236170,1214784141,2936100074
492,487171082,3117398217,2955132608,612495453
493,413724360,1819418199,1006845109,3918255790
494,2807283660,2208312861,229313357,302440298
495,1104267320,1979029840,1650240178,4204125951
496,2141925561,4157522517,1816179198,1142842379
497,1536722593,266088913,2811408616,1226687820
498,529660900,4235113172,4085999608,231010105
499,66681716,3783190441,1514025857,993200561
500,241509843,4131180003,4225744593,3609973479
501,4082056114,2010394685,2287035792,3021676535
502,4023060029,3112618394,2521943053,2544207347
503,2662127089,781444474,61186972,1088741564
504,1458209758,928392605,4191044915,2915317584
505,3438609612,385694858,1946069948,780518185
506,347614131,3736064779,1303561996,2604934693
507,755240127,3317333326,4205706190,1239682282
508,1247748576,2173891224,638630701,3071965934
509,3539344916,3636733428,3183015298,1081269863
510,4037220828,2400189214,690586075,3853773784
511,3633692419,3831052206,4145833405,3829067210
512,926171401,1351558762,2473466964,4178763616
513,3061959274,3540474571,1216108928,1110643077
514,2931673723,2421834144,3472860643,1260473790
515,2100553860,2410267959,3003963326,86316429
516,623466382,881569138,2034372606,2046899214
517,975572668,4049242573,33199555,1294892209
518,2075916283,1249617863,1212288751,2827219183
519,3200351722,1073534580,686816442,1061897650
520,1633531598,3091588743,2595613033,1055766972
521,38781412,1780423893,3298283789,1424901021
522,406426152,423370368,3434437665,3496225156
523,1088729759,1439647904,1767132328,2781973461
524,1750068692,2042257227,427595171,368643033
525,2886731519,1014800670,534995714,2427629394
526,660872621,2532223706,3180182578,135839500
527,3392658395,1496233171,3282520232,1874799464
528,238145525,443565733,4261856033,1613891198
529,2398117738,1798875749,1128191135,1925959873
530,30050283,3526155980,2596914626,1577799628
531,706288660,2903089458,2744817540,1053603707
532,3227141669,1269646058,381042038,2763293846
533,1170393692,4050804128,3885142669,3999290265
534,3179353316,1573844995,1257878421,4014975574
535,3623368525,3021684518,3400043694,2530710006
536,3994669029,2208300194,1013206542,2604198368
537,1354931049,4225437244,1458694787,2464047816
538,1977786485,1699224567,3481916773,2245251468
539,2277062858,3248644742,643736921,1166959311
540,2473595939,3004236758,3452125021,3136863375
541,1820212205,4227496763,3995690863,4262391331
542,1427583872,4229786202,682148678,638354907
543,1476044343,4217857567,2802761088,1800975446
544,2242957160,618288296,1111901317,3897561661
545,2494134496,200529968,607481319,899842002
546,4256367668,579465302,1721833312,3593052567
547,3302545425,370792221,3406801863,2515369512
548,3200359595,937042302,1120424125,1631285761
549,75531702,2630094115,1963201766,1850041731
550,2140873270,939287970,1781289941,546375797
551,3782484908,3959652994,2365954366,3908232095
552,3692201054,851904572,695403852,1385570012
553,158503626,1924975544,2395549991,3830158351
554,2647419238,2684530435,333528158,3306706819
555,2527306060,4272976623,2133413300,4167849618
556,2405636190,448621667,2699521249,2660686588
557,426786839,4095034836,1325341586,422445322
558,4169018321,907100204,494475236,3032592685
559,2926318808,4222023717,1252468252,2029043537
560,1779465343,57697255,2000863414,294948172
561,813486768,2487741186,3954600124,122798395
562,3080310146,2488283480,1814911327,2835001485
563,1749604336,679498754,3975904387,3349721846
564,4090997887,967010519,419516608,3706508249
565,1184384624,108181035,2335799409,1793721667
566,3528830400,1118966031,863392958,1428262875
567,3014072745,2060142826,2038191750,2939848511
568,1991170246,725417687,3754213287,1153068533
569,3180185259,3627138104,3558442260,3217836065
570,639391371,1987883485,3995704800,299280988
571,959056062,3293756197,2427211011,751688461
572,1010085812,995190891,3585336779,2731976634
573,1731573495,3980280579,307634590,3385313303
574,2093720654,1599332389,3225896347,3050380976
575,121179320,1647906357,1292282672,2848673680
576,4293414912,2624167787,104739015,2038101756
577,3102044876,15310802,814450996,3507651937
578,972839076,615920764,2474925614,2962141517
579,2873304554,3415368811,1549919629,3270024249
580,1171105328,2240598360,379595848,1803266259
581,3456222649,352257804,3362515434,3284394248
582,3318537593,1371043597,2643212500,2496212420
583,1534210606,3499375706,3342329628,727957253
584,2503262759,2119696543,1098703884,2556485288
585,3413535495,4290321030,4178391842,2529956888
586,4197249685,2040628327,4002553891,2124193276
587,3535842453,4237499319,2217623626,360553958
588,3063441460,1749470025,4294282532,2458224373
589,1108888852,394731180,2801772096,771418393
590,802601140,2302280111,1654298589,2939159487
591,2855337726,1816932154,3723332867,398389836
592,4257552176,1634464309,4043519127,745921557
593,1603984737,1415746591,615700356,4223711774
594,105754186,1450455496,1846978217,2507168882
595,13591877,2263985972,3782693639,2387252900
596,3577579861,1799910525,3600698201,2272010497
597,730288030,2758462547,3662167542,641354842
598,712050439,3737892769,710108884,3392530360
599,2104927736,304281908,2246902169,2065947892
600,930263852,2148423096,3650677334,2186672255
601,701196120,951336440,1240575495,3673653552
602,4242431271,2518742566,1899676669,2982741037
603,3474960541,3583909887,2691642423,882815901
604,2979051317,1964304475,4251113832,637436943
605,212096610,313975718,4140279507,3966147333
606,3346993414,518952245,3278326968,112560232
607,2787063964,3446751755,165139192,640200990
608,2317834522,760680963,3451411023,1436805936
609,1236940347,3262718089,30185601,2298944266
610,2211057655,1783261934,4198615462,620911291
611,4144409904,667296886,990196983,1440422574
612,3863817322,3258512029,3195980089,2151550029
613,2936822500,2217066366,1641411971,839587989
614,2502586041,1959632933,2810419077,4154300943
615,1603173475,2529263308,93915143,280537580
616,230373879,1400490993,2821718252,97874696
617,320493866,3735747857,3598929487,1072581883
618,270578514,979487608,455222158,4203576694
619,3475476377,3657754303,2536430404,2722738911
620,3388599416,4228700835,3702517830,3867775939
621,3417576091,1401583656,118403659,3005541148
622,166665370,3250065050,3328014832,3585311524
623,68822827,3212143884,4238425590,3443307863
624,890422351,3463269518,753570411,1681828021
625,1010772690,2366918834,893906592,2151668851
626,1749787686,4156828329,4202221229,2766327615
627,2809995155,1209393440,3787532322,2697319840
628,2909519409,2606781694,1015253445,1625798445
629,3963944324,1091261248,2771271564,1283396955
630,1162610588,2082882309,222570778,360379139
631,3513265008,2860936204,1012894942,1104737216
632,2250590323,1337046989,185547002,881121692
633,2265586628,3134677006,2711385156,2555652239
634,1793431130,2226138931,2987089577,571845542
635,2593461025,3255816820,4085379183,1092922064
636,687570487,1756632467,2558956123,747260421
637,1809764738,3260601562,1094383557,1276773048
638,4015877973,4145904273,3909179713,497505608
639,38696636,150612698,2410743984,3299829434
640,126541643,2680474238,1236659682,1502017128
641,2574699703,1890403021,2469858091,2628756358
642,425739788,4280712787,1255240957,3160131009
643,3835032627,3479395692,3496902663,3150014894
644,3563904706,830293820,209170119,1931374021
645,3421367200,2833246920,3660789970,4225376552
646,1992153328,3772169324,2688985196,342753374
647,3902441644,912017966,2121602482,3281282355
648,1954533099,2767437673,4090579625,4108016006
649,1787462312,3584551204,3727894498,587257858
650,1913279222,1739877014,562457843,3902695640
651,2059391404,67751036,2051441426,3737432494
652,2034389954,3952338944,350014343,236393269
653,2305853737,3714814315,2837279889,3320471372
654,899088139,801914067,3789691784,1836064459
655,3961814056,1770857764,1084681899,2425604205
656,1057329995,2541492711,2541791299,4149049555
657,608816900,3919127700,1291079407,2060303550
658,1151536576,3100058310,524379344,637273794
659,3282444712,3947011280,4030576667,1146885430
660,2612463697,1007845000,1224302493,2321132342
661,3102408631,1903022346,3015599579,2756229918
662,183954095,2292632443,3908675416,1394581288
