,0,1,2,3,4
228,3142330798,1514608793,1740915186,1953510937,177535090
229,3126740857,3964112710,444875495,713756921,2750964212
230,2192559630,4047572796,2920441520,3575794801,3155524304
231,3594807563,4121072745,3461463183,1724462034,3712704081
232,1102904662,480687737,3272967644,4101613681,1092063075
233,2658804533,1196119301,3399031717,1258388216,1201966781
234,2972500044,1018323396,1446903543,1296448828,899732533
235,591474068,1675171631,743232030,2995906388,585516602
236,2199417939,3425517076,1606027154,3696151212,2879269980
237,2225881219,2013254428,2525222551,4196939796,703694536
238,1426706770,1478074442,608516830,12813917,4245259837
239,2210558827,3755509049,3441562277,1814219385,1907768227
240,2700053980,2128228792,3025210783,781742918,1154335378
241,862057599,2501978865,3032666943,3630621414,3673607926
242,1624072990,1926428566,3895022879,3730824396,4268847325
243,2759382542,1313559531,2829371616,2335952821,1537921646
244,2652653806,2996060570,4197673206,773035589,2225676086
245,2443079190,1387247152,273072514,766289265,4018358480
246,1587478907,152069326,659503437,1942155631,3303638568
247,2233878916,1046705486,1950169366,1529774505,444321835
248,1022816304,3375136559,2186728145,2595946274,4244228120
249,1711844286,2253324191,1890200775,1957169998,1389811067
250,2304791620,1461755073,4220652987,670260405,301720461
251,2052363687,3969413891,1251474866,734218455,3586913252
252,1886808688,440813294,4021250783,847565067,3136172508
253,3695802971,3321698403,1367287492,3992090663,2424108177
254,2779470570,662888985,994489164,865305941,4118578765
255,1566647183,3302571384,2762834713,3204312504,13691641
256,3942235183,3727466654,554418596,1911167402,1459210325
257,1502880873,4147058931,52722842,1795427419,670409627
258,1811993574,260266193,4060706504,2028026872,2574326491
259,3234814106,1446724654,3098070031,1355440457,2118806027
260,2234633788,4156776315,1241547003,3346889968,1144839714
261,3393503186,2762991109,2870852301,1622388753,2349463414
262,2051231688,729952300,4194016130,2401680410,1818436688
263,4030512577,3752496371,734271484,134665005,2912861568
264,3940262461,976849330,3665134489,1146160340,2299245471
265,3134581224,1639805838,1561575628,587005395,1816963061
266,4265386227,289939645,3314065486,3607834712,2555703759
267,1951956362,1276927382,1625053983,2784062187,3596187146
268,478650606,4244581831,917466149,3351680511,2787823932
269,3602514251,1725954011,423129949,3083381500,3278705642
270,1041026677,2450451910,3132586386,1932133028,274305730
271,2563492448,2399996645,900044103,4122377909,1248155019
272,3727095251,177211904,1163366609,662921494,1334867115
273,2873605254,4185121660,843644984,1657070365,2247189215
274,1593716259,2205214490,4235258239,1659195357,195312546
275,1138894618,2009922945,716450870,678873469,58770703
276,1111063867,2964253213,3197778602,3873705788,578964249
277,128178756,256503157,2637091675,4241056625,1173723250
278,664695153,2887817150,3317832885,3014748572,3262132643
279,3091165487,3701044481,1745028680,1980698500,990649011
280,995315773,150934520,1195681892,472830350,423225632
281,3030420655,3509798209,2507509789,3758383945,695838757
282,2713778352,4240515552,1293787569,2701737461,2014104026
283,4151629151,2794663068,3290942703,4255606702,1325276381
284,3217220268,1001359460,724906195,1154951689,2725337315
285,3756513990,1093534001,544773690,1175467685,1781504205
286,3600011690,2997001174,3416634306,2939401562,1603466034
287,21557425,1452700048,3325488699,3514218926,85439767
288,2163695889,759051964,1995544606,2619056361,3221510151
289,3302631418,3532114776,4037092891,569256177,399221572
290,1638216846,3485591564,1204861723,430633619,871100043
291,1541684919,3779462243,43843264,1425886809,711408651
292,461108237,3449105859,6992295,900478812,1625519140
293,3903427652,2687063286,2366328615,3983042311,2632178080
294,2946610070,3042674188,3930027391,62189736,3559958136
295,1910996726,4130765945,4132948144,3616586365,3282516803
296,2836797654,2088811825,3594546213,1228780915,4092915174
297,3576442254,4293337662,1076618882,1267643816,2506403784
298,2238871256,2796808003,3869843360,2012629903,3492217749
299,3573419185,911808983,1583010973,2045577748,2473359954
300,4027040699,660148434,662840530,1295700547,2655927917
301,3641836337,1718153495,1198809769,2445764923,2485685427
302,1820110047,457580850,3962416460,3809589059,636169744
303,1161659300,4273117182,1595018788,3373948445,269240445
304,4152198781,1824735963,430689133,2525487660,4218830208
305,36423811,2905627623,3367503090,2601242736,1558743275
306,1381588422,1757090123,1144789867,3667753696,707956415
307,2129293039,1925102401,338617623,2208471707,3939929440
308,2312125093,2653859463,2066540639,1961333707,540895116
309,2314335154,3929920445,2666864547,124081720,1897026808
310,2873140350,506465915,2106828410,2766362448,2023907916
311,2204052619,3762472923,3406356944,2944267831,2268926186
312,2102011401,631354096,815315315,4208515481,1116971177
313,2643996264,3134507101,884864797,3539106333,2491747739
314,734813684,2697250308,3277468439,3131245679,1330741483
315,1733454218,3615847012,3215453822,2857860906,2766024676
316,1770040178,3595384340,3250421594,869461939,1933423687
317,730116811,1761572023,2438535698,2439380215,1362181368
318,3040465196,25891805,2785032160,690293246,3346509742
319,2924394546,2501376078,3550735559,2562864232,2187021172
320,2090983688,4252586513,791652974,3962718988,1080733917
321,1923962085,4181092143,2655284902,606356556,1491851370
322,743241675,3259178004,3298038318,399055099,3109612144
323,2078284566,925676514,3816451635,3511525756,2014701168
324,194143144,3476921562,3184185629,3419779536,282865567
325,261046519,1601650073,709578533,1990748988,1520022423
326,2512883642,1286980091,3378047978,2360185654,1438885225
327,2781680916,3177685258,2667691962,2583452647,2796394894
328,2262969272,331839181,4238515810,1828160863,3866132184
329,3450399776,677902711,4202294084,1383105219,3764447463
330,1602024960,4102226324,2136633953,161245471,564583384
331,3396573391,840360207,1857806746,1084581416,432895917
332,724680845,3309233860,4239261858,2260948847,2653384012
333,406216695,1234457011,4189703780,4104161907,1826262681
334,501125344,3199647235,1482306448,177675004,2663995660
335,1824139317,3412455141,3428972692,3441969235,1917989758
336,866846053,82504753,760667102,415035244,4046121081
337,2417074576,1084471371,2912828137,1462736097,2730275567
338,2931855174,2285609914,3342426437,3660919612,248321508
339,879610333,54160231,2626726514,3493773496,4787253
340,4214420754,750912482,3128923164,3865863501,3872867946
341,1971812312,3263927236,1871329730,2170444639,2913068172
342,2834258616,3642638338,3321097674,3255020920,2415619932
343,3331413026,43317253,1300203177,1258815684,1806756495
344,2142219007,2758001015,2337977108,3463518289,2436293193
345,3021593934,885375048,2237414995,993681407,640867668
346,1509578652,2620892956,3549905066,2304926949,2300646517
347,179008967,4271931830,3245067634,3299219407,2255683263
348,593442821,2290840427,454803552,1772094737,3193468540
349,3133567061,2406886226,2179012640,994486241,2924001148
350,2946768398,633465145,2717648561,2970513752,458944610
351,1528503850,863864803,3001306017,1973209517,772208895
352,3603445921,3647370062,3436270395,2500197457,3968293945
353,2358591710,3546948228,1918024103,3430228527,3640274753
354,3841754222,1068423557,2119674462,1567544626,3989509779
355,2607599593,2769105187,2625590811,2598629579,2935531104
356,1328159654,3670329317,3097961341,2075851769,620222087
357,1482465402,2188419790,129330156,367223100,3042966240
358,885923421,1167772734,3975347665,4163473185,1749479255
359,4031057477,3677021519,2302373031,3153253922,3666929353
360,3006389892,4213126144,2732293993,1345617026,3102084321
361,1208963714,1998989317,2929956135,44863153,1654171682
362,1021422957,1640711036,3304896262,3595025681,4168403583
363,3753505326,3404324984,1875003117,3473512505,1983028738
364,941442054,3042800277,2633171891,2654905598,4061000235
365,1897745363,306015005,3611344681,3181033402,1795597745
366,2184174341,135462965,3869501514,3703861196,3437184785
367,1765770688,3904741467,2162810443,1061755102,2889192570
368,58948813,1244355793,2922100847,1226892181,1199512685
369,864038514,1779018014,3177054556,1500815408,3361282548
370,1320510408,905682962,1121625658,2417124711,1497142644
371,2951930021,1571782997,4081638489,4110557177,4178688602
372,2217800212,2545190597,1190796938,4062738774,957562053
373,2716985487,259767869,1819833924,770583897,4265013441
374,1124831126,3525665279,1543690541,3680317182,1976822890
375,1894986565,1478040605,2613230943,2043096028,2552055522
376,1446571197,4136527553,1952149902,2326580567,2874527006
377,2263855648,1640329210,4127347963,4287622085,660596688
378,2584156314,52043630,2152280111,1232493826,1886458083
379,2156694774,3187861502,1561237981,1862062323,1618324028
380,3895996039,2262736842,4241057807,1149427549,4275376058
381,4100381555,1645429126,1653450521,3794390407,3158647046
382,224977136,1849898279,3581967431,4259891946,2580674082
383,1323758207,1056208669,2904231987,1911431643,807094548
384,2698485919,1130643699,241396891,1308821208,68610207
385,3302843700,2083195187,3960471051,3406682425,3813472526
386,1937934515,3660689421,1874232942,748781995,3908056186
387,1580647291,2825595806,3898377520,3788417560,3231241564
388,2590310894,3209249510,1268196816,926628331,4148569785
389,596399150,3819450985,1085225105,388266824,622960755
390,971471673,3706587072,989023310,409668756,839830905
391,3134684690,1188886123,3985925610,993958800,3409490112
392,596374146,3610981041,346732169,2767923,866141372
393,3481735433,132601876,3113045866,4118769444,700916449
394,636460290,2890048948,1684847143,1168822743,1917137195
395,3998187957,595679216,3918918120,676989174,1890466495
396,2485151949,834304639,3823764054,43187765,3768545901
397,1924032931,4163388559,3134633096,3510144946,2514150377
398,852274751,1517400091,109731329,2839384214,3417015738
399,2116902216,4261806341,41210281,4205284278,2086277933
400,307810674,3974101551,905830266,2511934429,333257576
401,2686957052,2822006936,1071081989,966687717,642841171
402,1788445113,1766755905,1900730929,1532005709,1257376614
403,2527659596,3566935081,1688954651,3514883041,3899171181
404,2017322057,1812435917,3838778719,1580823359,507135245
405,4065842641,1360965160,1900647780,1493568901,190077317
406,389100202,157911151,264744589,969827295,2741696628
407,1273015632,108623361,2935731783,2024064175,909722923
408,1419188950,1993048378,826098,4290764419,618436269
409,692317293,735468005,1784730982,1238762401,1420322200
410,2569134891,92430673,3420698063,1619887158,3925653177
411,2225587433,1765822443,1437891649,2692259799,1794769231
412,3642256608,3433717045,1784171440,885566361,1544519170
413,1718199495,536421054,21339318,3791080512,2657206920
414,841899151,2574785321,1924186341,2988951023,1512996151
415,1020786159,2232970392,300726630,155363995,1757396538
416,1128208223,2568573262,859666527,3092349130,2247714598
417,1646656231,1804643873,1054764961,1561636755,382306808
418,1629934311,3140997739,1301405074,2824573699,2184432891
419,2992623949,307386355,3275668257,213398422,1948998548
420,3386358158,2525102715,1725094808,2440442831,1428238054
421,567827521,3534670544,3483813527,3198467232,1632349161
422,1571223192,2466067800,3462127877,2447186238,354371522
423,3348330055,770115470,4097714323,3188299812,2205518464
424,28528246,383695551,3624449491,2915528786,1000951286
425,1785486983,2413184347,4102000032,3059032411,3522041408
426,4273094690,3689738449,987964679,3040173999,1985035350
427,668062547,2249293017,3502950884,378927783,1403570221
428,4023630484,2845505757,3877648120,1368329435,1737021090
429,2396559701,1606545508,1744430522,1423671640,360930038
430,2214448768,2076767736,28266432,4229028245,4056483208
431,2609316960,273240620,1559771389,63032219,2561623190
432,2047074573,4007613448,3024560644,2779066565,3195486325
433,3921814296,145410528,3667800984,1089528943,2120238589
434,1694938347,928198725,1604469371,3401876396,2286913243
435,4221373472,1942622973,1857723541,2161017830,2013819861
436,3483047009,3827678030,1825533711,875583476,2203240343
437,3218620426,457023126,2012007316,3307447929,1539370535
438,3097310926,2304984348,3702762777,3074965116,458746063
439,1156433833,534937218,825900136,3836301160,4003428889
440,4188822493,2869179693,257653520,2133679314,458086420
441,2055984792,2376467870,1990501416,1401807662,849900555
442,456488574,2280749864,2197941394,2337893291,2415295967
443,1973773548,1949112207,891193723,3561047886,1005313820
444,1342663439,3772335875,2960488166,3824886819,2685725471
445,280570019,3504013325,3459478146,1884143077,1328242871
446,71543729,1036273420,2246332324,2542008400,2849648013
447,3441156808,2737954950,2296055795,3217539220,1709615182
448,2411945750,1345171078,2089614783,1690522009,3943364153
449,4145627641,4206038281,3825101348,3663026899,1543485105
450,2206105148,362581094,1270386747,3661056327,549554340
451,2000343709,2041081149,2758599217,4148938077,2971510683
452,1186953719,2921690274,3977289975,1418356669,3608332650
453,2736124518,1487440190,1898558546,1459250010,3394886937
454,3116847472,2492580945,2024888551,3399651806,2409520963
455,1301051820,3722967870,711912032,3386533607,2133495480
456,821081466,3962698179,2116302630,3858413989,334710485
457,1561995842,2263957931,2687439814,794244535,1533069020
458,292313717,2109508682,156395863,1279585555,1347452141
459,590024628,3535563219,531763326,4201556968,2419399514
460,2592317001,1119625951,429606528,2428074430,3287043818
461,933632238,1451996630,2513547636,1569919727,2426321990
462,1626868462,3464953324,1103526518,4172145941,2999006261
463,3153084079,184500333,3105708546,3192389847,2586394785
464,938177165,603558674,1572311085,2164548425,3762181697
465,491121256,602767559,2404073990,3680533846,2809553858
466,3929748492,3088869421,1543757253,2713107422,3426163032
467,4111317208,4275846896,891729696,2739093309,118720263
468,1521982623,886196018,3635733558,1033215000,1584601790
469,2541529624,2154712800,2626751292,434262356,3587438864
470,3680641913,3962038660,175033762,1539516463,3276779885
471,1941982864,4269663987,195567219,330290558,2000927145
472,3207785402,1030541603,2073368154,2487407780,2476266653
473,3780040907,2372308066,3020041564,314905905,1635259113
474,91853258,42850171,3912770067,4185037563,1882791982
475,3116976562,986323817,3604319632,2331407553,1865866488
476,837306414,3117979680,2054756384,3035417605,2542161257
477,3907543190,1552681055,1926501556,2296488122,950061787
478,1617969129,1435921373,66567587,914176500,2679132260
479,1669641182,3632215310,1916895114,2493194414,4189661828
480,402495529,1272603079,3122788969,574869216,3631892934
481,2290976533,2275905084,347174079,2587543231,151320221
482,3957912898,4087721409,2922723107,3305385062,3574074568
483,2455510233,4131102789,3520123639,2665159057,1438623704
484,1106274735,754874755,2316529705,3577914638,683768828
485,1957576719,4050230570,660818178,146521538,4243519826
486,2350935007,2783601017,3981008739,32228071,1720863778
487,2748297314,2743492937,484491379,2092565075,1043667518
488,581492560,3835902846,99782135,2116653134,692421701
489,3980791745,3789488416,1812179802,32335053,3506814451
490,1079334388,3762717285,2030822462,2013771389,2956530961
491,2437660828,3128323294,325240995,34018226,3338820206
492,2823217552,4259325772,3179175082,4269498498,1895869032
493,374569539,2757997953,2954194931,1762541646,3356145945
494,3676937455,3615595373,148391473,847211265,229170695
495,4138281898,1470707868,1996733239,3595860017,2776788266
496,3260344979,2280438899,148310761,1250184314,93770715
497,2746325753,2612211607,2157891967,404123870,1298599643
498,2262839562,649214938,522337924,3893750514,3882772216
499,2925007652,2389884174,1347158868,585750394,1357116222
500,1737014915,3846914857,2159272913,262004729,3580130778
501,298194917,3648761298,4020106445,1930790478,1310791019
502,2923291433,2144190025,3133739068,103078483,320362719
503,3127293349,1854098562,1697897693,2472681886,1882971131
504,3072110858,1276989272,1311368612,1938312090,3019738202
505,2702146542,719024031,3215994562,3235953844,3789504985
506,3701594597,4048424141,3243004630,1836556924,4011799900
507,3289938398,1349423794,1525820558,1480382753,1006740510
508,2344556843,1511763354,3542729360,668562104,2724768003
509,3995342532,279231662,2586200499,2229219354,3702112895
510,2243150048,1727987340,3999872580,675752333,4133199682
511,3840322047,519265643,3272091875,576572431,713499046
512,1367106806,640176682,1714795051,1119616914,3315429524
513,327823516,3901283066,1553385635,1387312325,2157781748
514,2251557421,2706165560,3918663166,93999220,2358632137
515,1551359432,562738568,373217562,2653061599,2567827348
516,2431508778,247097398,288691882,1184233648,2977373170
517,2805131592,2143324629,124395983,3062403047,3252538750
518,135525949,635661566,2172954104,2200271246,2670697612
519,1615446085,1076918181,4021453932,2873174427,930687810
520,2453467623,2896965243,3804019820,2742460397,773552546
521,2335151528,1568570923,618802560,1008714709,1908536197
522,2226091266,184896183,2303707961,201027012,1832522885
523,2529760616,2175269119,2734784669,3858298471,642747023
524,3941465603,1887502766,2984278227,793910071,437064796
525,189583129,789153969,4252264580,1540956980,688323242
526,2281974409,1472390432,1466649990,3566482111,2305673224
527,2859962717,3231894904,486040994,907518359,4003713601
528,2933368266,3930448338,2777216030,2764672275,4265618549
529,3265941746,815202442,135617111,4117686853,2774998787
530,512302823,2063143824,3641840328,515400941,175603540
531,2063018735,2805818681,1314658967,1385676347,4019680402
532,3121643173,2626371175,58187799,263472181,1569254180
533,2586165125,3042152785,755442367,2108670819,2400851852
534,1304515458,538180602,1910630776,3920645123,1221684095
535,1357504215,2742307365,2221393490,1024123551,1145591866
536,1465455989,4288337940,2307954450,295256822,2918774218
537,3957693840,4005158620,952308081,3262928396,1042115483
538,3063063819,3480621739,3384815206,753254050,1936320798
