,0
384,1121192649
385,2883401875
386,2882331793
387,3985898229
388,2092193795
389,2725242341
390,2470573887
391,684958152
392,538884312
393,1374755719
394,389693341
395,3258419334
396,360363991
397,1068465977
398,3378753477
399,3241365895
400,3697628784
401,2649174060
402,2488936413
403,1907626600
404,1564304457
405,3969110942
406,1472878718
407,2034721947
408,1307316283
409,367191969
410,4251166759
411,3387940988
412,2892025155
413,1425908631
414,3551672698
415,1850532025
416,1991032209
417,2348317285
418,3709134551
419,2022602461
420,465666739
421,3080443035
422,4006197593
423,1872545430
424,1715403942
425,1450063936
426,2794470429
427,2926696905
428,2431722524
429,539226673
430,2335905029
431,1375441286
432,2042871481
433,4003661089
434,1698055246
435,2993313485
436,1229710752
437,2861741453
438,3048244845
439,2858661615
440,3864789329
441,3531613094
442,462291425
443,1080538181
444,1382348759
445,1793350832
446,1660581259
447,2913905794
448,2271242184
449,2979739117
450,2006742728
451,1415300118
452,1743742378
453,4200646032
454,520431193
455,2984037476
456,4186807893
457,2583750305
458,289938791
459,3883056861
460,3194995803
461,296634091
462,2241701838
463,3196065188
464,2234937586
465,4024491019
466,753326514
467,833840110
468,324107187
469,951934244
470,213517590
471,527130345
472,125860228
473,1833367477
474,3784722431
475,948536960
476,335921051
477,3287062891
478,609788078
479,1487725123
480,2244485382
481,3092226822
482,3783163175
483,1374787787
484,1267583051
485,2117830876
486,4269846290
487,1096177607
488,2998493202
489,3795869435
490,865414579
491,4143356302
492,2847476819
493,2286416542
494,125759662
495,3618848535
496,3903109076
497,4041776757
498,3681120310
499,3598413791
500,1881022206
501,1621701817
502,138070495
503,334470645
504,1141309691
505,1480151319
506,3779897460
507,1527897949
508,1442546025
509,1374269014
510,3649607601
511,3495434972
512,3264941609
513,2448678874
514,1369397082
515,3109900639
516,3469154376
517,3148582817
518,729644980
519,170705044
520,3788818585
521,3405480190
522,53503087
523,3228010571
524,1281766032
525,155233898
526,4180653206
527,1248130366
528,575245243
529,1006088250
530,1075414817
531,4287147062
532,501495559
533,3562597018
534,2258128492
535,239703256
536,1652384493
537,533167790
538,476334537
539,1191004713
540,175384366
541,140402827
542,2787859402
543,1441031908
544,1834500890
545,3732534385
546,1299810021
547,215112797
548,1189823651
549,2637377763
550,3859749722
551,4019369801
552,3715757273
553,3181450420
554,1809535268
555,4271321715
556,1356929109
557,1485040133
558,2002307014
559,580648830
560,1564326646
561,422269023
562,343843500
563,3514851844
564,167759676
565,915792969
566,1019593356
567,1782629630
568,2062895283
569,557489426
570,3890633575
571,2956086031
572,2231890196
573,270302108
574,2011843186
575,1187827827
576,2391918762
577,2433327817
578,1883176001
579,960717932
580,2014965372
581,1840654452
582,2019342713
583,389820043
584,724131897
585,2336938070
586,402125328
587,1731256457
588,3621643014
589,1881824862
590,4154081850
591,858385318
592,1262503364
593,3784982369
594,2576798325
595,3674789750
596,2691284177
597,1775968129
598,903582182
599,1210585495
600,984211188
601,1964877334
602,670832409
603,481066646
604,2960823600
605,3731308041
606,1967825161
607,286031253
608,4212216590
609,3590904750
610,1144268915
611,943859998
612,986588105
613,1521345170
614,200524147
615,4067760731
616,4019573840
617,2298769167
618,1973029230
619,337320025
620,1093340035
621,1044621137
622,2727594255
623,1751682804
624,3164196883
625,649315397
626,3577761828
627,292405496
628,2102383644
629,3666850188
630,689587176
631,4019289937
632,36382778
633,2996701923
634,1923363945
635,283972548
636,2311424310
637,3429262148
638,1014715889
639,2994105185
640,2875563633
641,4204090293
642,2348050578
643,3813791768
644,3902999385
645,413774642
646,4063469065
647,198923559
648,3482652349
649,1397368622
650,1326911769
651,1292613346
652,539585340
653,1890868111
654,3617394944
655,2608862449
656,1911788257
657,3361453795
658,2577063786
659,3244204363
660,2148962918
661,514138887
662,3694414983
663,4104024527
664,642452775
665,241018305
666,2833625968
667,2951975955
668,2475897780
669,2005136351
670,2870899252
671,2590182435
672,1671879250
673,2589356270
674,1075611988
675,3274396359
676,845942421
677,3700983728
678,1921707852
679,1238450493
680,361589002
681,1518259673
682,3012708938
683,1739657230
684,106110674
685,3752237443
686,515035341
687,969063054
688,734961435
689,1756998743
690,1484382049
691,3389227765
692,249074147
693,3917635290
694,1578181736
695,1839176945
696,234093431
697,3229313407
698,3076336494
699,3412609993
700,1732099466
701,3123804761
702,2983432929
703,2975158061
704,2744270472
705,1995755210
706,3991607577
707,3932894024
708,293603501
709,3572694097
710,2144250857
711,785681736
712,1711743918
713,1476225367
714,3384455343
715,3194351974
716,1102350623
717,4002255554
718,4154949479
719,3211280980
720,183318610
721,2124375444
722,1280748805
723,2009023704
724,1470828733
725,1221731389
726,3386454737
727,4084515339
728,1480412237
729,2508094886
730,603783377
731,1497636050
732,126069465
733,3867602347
734,196584566
735,625112664
736,658870095
737,442306330
738,137926715
739,2897053606
740,3084373288
741,3275946093
742,189240596
743,2137472761
744,2818570603
745,3656840466
746,1220609001
747,2512693026
748,2674236430
749,427807226
750,3320773803
751,88491383
752,1489050128
753,3734226034
754,2861843443
755,2318632447
756,1849945468
757,590825088
758,2316705070
759,309237170
760,313822122
761,1438969906
762,143211248
763,2136219811
764,704502296
765,1206186621
766,1206262152
767,1665785143
768,3474545899
769,181823971
770,2519528782
771,3989701714
772,4078383255
773,2849072098
774,752370519
775,1907795986
776,306391478
777,2884121491
778,890790537
779,2050571901
780,1142250621
781,2917037171
782,3409376522
783,2371172610
784,3538983124
785,2908190317
786,3326105198
787,459918707
788,2616716189
789,935383240
790,3538581944
791,2461968753
792,60803900
793,1422874567
794,2813693585
795,1664897300
796,4228116297
797,1865343685
798,4205812441
799,2428389559
800,2653029958
801,417150170
802,1976676092
803,1659446214
804,3585913731
805,1548637471
806,2381185394
807,2665691268
808,2491506917
809,2480170843
810,545533101
811,3691063640
812,4120984514
813,3875670058
814,2068255406
815,1917432220
816,3037880547
817,443154133
818,3649491327
819,3769054718
820,1827333903
821,4110678422
822,4007202089
823,4179547365
824,2338598929
825,997612804
826,3421263012
827,240493640
828,707568509
829,2309618663
830,3998632922
831,475086127
832,720943211
833,2099934148
834,413506241
835,590103421
836,851480072
837,465757353
838,1614437193
839,3664725209
840,1330836480
841,2083765087
842,1229229770
843,36059661
844,1371624675
845,3231170439
846,2995215049
847,2706324724
848,2780257252
849,2456603281
850,3732524441
851,1930295629
852,4179632913
853,3524955785
854,3494066643
855,289051294
856,1941778406
857,808892064
858,2837838910
859,1703569026
860,4046506706
861,1044458674
862,4064471007
863,3589377426
864,1819759792
865,459147705
866,4292171213
867,262903118
868,1749677919
869,4005873903
870,70511610
871,1605845529
872,2576425914
873,2148151667
874,3109436276
875,743857156
876,4012834283
877,76094455
878,2051473104
879,1480196959
880,4029663880
881,4048950662
882,998168374
883,3941143911
884,2555805158
885,16249479
886,3088870684
887,2749467825
888,3327513583
889,3470272160
890,1640027750
891,645522971
892,4138890871
893,3713042280
894,850792589
895,1114445843
896,1079012049
897,2629558555
898,1920147134
899,285636534
900,1406623629
901,4127536983
902,810067805
903,124440506
904,696136309
905,3445333069
906,326909276
907,937507352
908,487702338
909,528635586
910,3922333179
911,1125863151
912,3422965981
913,4027707067
914,2593833848
915,2690407946
916,2671587370
917,695853197
918,1014731970
919,3066899638
920,2107167616
921,2908309886
922,1359069988
923,2133522735
924,3609768154
925,2189200566
926,2437296435
927,333906708
928,4181359332
929,3369557574
930,713503090
931,298272166
932,2851305573
933,3521801100
934,3015729543
935,2472176468
936,3238472545
937,1242164383
938,3550091715
939,159762931
940,1910980151
941,1114363348
942,173649206
943,3642341870
944,3694462804
945,56846795
946,2573322210
947,3946492834
948,2308205388
949,1267123474
950,3569967722
951,1227688993
952,2718458843
953,4166590274
954,2753973007
955,510833385
956,563015115
957,3647506966
958,1084417820
959,558476772
960,715837427
961,3735838525
962,3952443708
963,3707629106
964,3216068137
965,1373004491
966,226592458
967,1100946029
968,1943691108
969,312402057
970,995609223
971,1478689565
972,130403244
973,1678598349
974,3567135239
975,1861470489
976,2254183931
977,3628543031
978,3506271489
979,552154403
980,3393924197
981,941390127
982,3522911682
983,1753612245
984,732616741
985,3989117535
986,2296926364
987,3730160003
988,587035591
989,3851992223
990,177386733
991,1539201377
992,1272237361
993,3257107813
994,2447842236
995,4116636344
996,2021257192
997,1912672275
998,3576823101
999,751369144
1000,4009683501
1001,868057305
1002,1748372003
1003,1829348031
1004,2991870633
1005,4272099862
1006,2139741283
1007,2054702040
1008,497949972
1009,2460130526
1010,486586783
1011,3673944257
1012,3549942498
1013,1210978443
1014,3506471518
1015,2570430082
1016,4149623760
1017,2594783809
1018,3093257996
1019,1044203545
1020,3059955404
1021,595797010
1022,3864367211
1023,3023648179
1024,2554864118
1025,2180858081
1026,3900141767
1027,233691830
1028,3864187812
1029,3523220871
1030,926903839
1031,920457138
1032,1069350278
1033,144873054
1034,4227197186
1035,31261279
1036,2008198422
1037,984238445
1038,1079327576
1039,76765971
1040,1887962437
1041,2317285368
1042,1239529097
1043,3766650726
1044,4043523569
1045,2637548719
1046,2874095100
1047,1573528794
1048,1071286541
1049,2327138990
1050,3926072392
1051,730547571
1052,4056006389
1053,2140779164
1054,154934126
1055,1775412975
1056,3738018931
1057,3993961869
1058,2017261974
1059,2056334088
1060,3369695596
1061,1799861241
1062,3547683289
1063,4278339026
1064,2496367976
1065,2386371529
1066,2523284924
1067,4236651931
1068,1296675909
1069,3978897730
1070,678505260
1071,2868549740
1072,2452075111
1073,2953446973
1074,3511508285
1075,2924545596
1076,1097778133
1077,3578851030
1078,1653582308
1079,176931424
1080,3013938175
1081,3614411915
1082,2452853148
1083,3768015749
1084,1105100499
1085,1004737435
1086,2338231420
1087,2438379476
1088,3346196622
1089,3430831260
1090,2764195487
1091,2114142999
1092,2312581399
1093,4262222503
1094,2672272485
1095,3289197621
1096,3027453049
1097,1495181308
1098,313113999
1099,2395332514
1100,4151691565
1101,2079581768
1102,2520256683
1103,2303732743
1104,1384544503
1105,2666687496
1106,1971700651
1107,1391142765
1108,1689235409
1109,754803526
1110,3114682109
1111,120443238
1112,1922557418
1113,3331569556
1114,1097779915
1115,1728811183
1116,582295925
1117,1205066522
1118,2883160455
1119,1165530226
1120,1918225486
1121,2183374558
1122,2588763698
1123,3875233351
1124,2401149490
1125,1701314458
1126,3910321332
1127,1907848737
1128,3582602545
1129,2476207737
1130,1919657791
1131,3514229692
1132,998536684
1133,267664983
1134,1663098244
1135,2653475906
1136,3492750387
1137,1293892953
1138,4071070980
1139,2395703762
1140,1890302905
1141,3916176880
1142,1270412661
1143,1071012198
1144,3862155062
1145,932424873
1146,101763112
1147,1301568078
1148,1972839888
1149,2391732640
1150,467013450
1151,859578379
1152,3645134043
1153,1772910611
1154,2896807268
1155,2668802968
1156,677887461
1157,1336504156
1158,2434018302
1159,1553196164
1160,3243340676
1161,3712728068
1162,2094288309
1163,1406043267
1164,1384382195
1165,3558846722
1166,1641380384
1167,2337291708
1168,4002517908
1169,926347577
1170,224726604
1171,482671012
1172,4162557186
1173,4207565348
1174,887561738
1175,2951092122
1176,3848865351
1177,576543727
1178,210890277
1179,721169369
1180,230421864
1181,1488198947
1182,372042331
1183,1250015453
1184,4259829814
1185,3754822295
1186,362320610
1187,3190335995
1188,3873823961
1189,2162176127
1190,1705948881
1191,3120902282
1192,2867741611
1193,3835668546
1194,3755588596
1195,2523622955
1196,259606964
1197,4043486166
1198,2219648230
1199,2254539403
1200,3217659321
1201,4269293849
1202,986014730
1203,2938958618
1204,4170681478
1205,1646626505
1206,4091777034
1207,2788576138
1208,447084682
1209,269359680
1210,742318873
1211,2747783247
1212,3377276759
1213,3515485226
1214,1995454748
1215,1574426574
1216,3373465783
1217,1608900536
1218,3869294261
1219,675273255
1220,3871114800
1221,839060548
1222,610767480
1223,1045955535
1224,783920853
1225,4130018881
1226,825645072
1227,2284381839
1228,3232729500
1229,4210200886
1230,3353395566
1231,3955131062
1232,4144741155
1233,1145784037
1234,1627898441
1235,4144459139
1236,1565502512
1237,1472192126
1238,1722842416
1239,4074616163
1240,3412628020
1241,2923796363
1242,2112316633
1243,2516462487
1244,3288502731
1245,3267819967
1246,1163404599
1247,2433265100
1248,551505720
1249,309794704
1250,3544191925
1251,932399918
1252,1994129975
1253,2551783819
1254,3122157649
1255,3103358038
1256,3368423700
1257,2656526373
1258,2823891815
1259,1974640175
1260,1712623773
1261,4281556100
1262,608392646
1263,705710122
1264,3345043934
1265,3028013037
1266,1681031773
1267,1490697952
1268,761675946
1269,3899739887
1270,2772745462
1271,1297642754
1272,1428527701
1273,2901300531
1274,3108008545
1275,2442354308
1276,2870527197
1277,1353496912
1278,1422439074
1279,1270829668
1280,799976674
1281,3286090009
1282,2236564751
1283,2711686928
1284,2243654142
1285,2102175119
1286,1299986567
1287,1741031672
1288,60013102
1289,111805699
1290,2352013097
1291,1905159057
1292,2836656349
1293,831031735
1294,4182881651
1295,2085016987
1296,784731716
1297,1711341785
1298,2926697537
1299,1741118161
1300,4203527198
1301,3042873607
1302,2713312290
1303,3668601680
1304,1419047556
1305,3392687191
1306,2183732281
1307,3411004390
1308,2176910300
1309,3747431550
1310,2141395895
1311,3198252024
1312,873734739
1313,3079853945
1314,2357035181
1315,3660288946
1316,265072612
1317,1080314377
1318,126758518
1319,4216529978
1320,2401519444
1321,2018691061
1322,3026238766
1323,3192615132
1324,3425910173
1325,2277982942
1326,216319967
1327,4013284619
1328,736421430
1329,1880981715
1330,1795436978
1331,4177170439
1332,1622645542
1333,1779519370
1334,924038500
1335,2591499440
1336,2797470411
1337,133904458
1338,3343389632
1339,2259950994
1340,1374109369
1341,1154194988
1342,944440689
1343,2766243284
1344,542790433
1345,3511995436
1346,2321573615
1347,3485647113
1348,3184693862
1349,2220309870
1350,2979648573
1351,96856172
1352,4133940070
1353,3987687436
1354,427780498
1355,3136655154
1356,841264272
1357,2910603127
1358,3980759860
1359,2927343196
1360,1643765842
1361,3792412052
1362,703265789
1363,2815297964
1364,3156305928
1365,1713043392
1366,1885846432
1367,4040251117
1368,2876642561
1369,3094069348
1370,1849702634
1371,3385740514
1372,1915406876
1373,2734040752
1374,1987160685
1375,3472196888
1376,4288525510
1377,2254216266
1378,743333351
1379,3152842247
1380,633142641
1381,2866759333
1382,3767897261
1383,3309740270
1384,3224063709
1385,2251196121
1386,2507576518
1387,1523483792
1388,2276506232
1389,4180574714
1390,1692723122
1391,3372484292
1392,866904260
1393,668603009
1394,2109383327
1395,3813398274
1396,774824829
1397,3902602763
1398,1484610108
1399,3471919019
1400,3954442183
1401,4136607230
1402,76984831
1403,2229416400
1404,3558934770
1405,1088147220
1406,1251368545
1407,1927914632
1408,1837232882
1409,2221506741
1410,4079434528
1411,1520848726
1412,3859818108
1413,3677865800
1414,2326304692
1415,878939164
1416,4112691573
1417,2521891984
1418,2625281137
1419,4057487435
1420,3563342898
1421,1700944867
1422,3549588761
1423,1259269255
1424,2245196701
1425,2512230750
1426,2199538539
1427,865671570
1428,676430300
1429,3802293079
1430,3536989947
1431,3672537016
1432,430362750
1433,17255100
1434,4272362443
1435,1301976025
1436,3974664261
1437,4141202197
1438,1619558299
1439,2325777910
1440,1648506998
1441,3838192542
1442,771542438
1443,2355009527
1444,1430183852
1445,2688476372
1446,2558176231
1447,1832295862
1448,2845540935
1449,3319049467
1450,568350662
1451,1307615100
1452,2826139928
1453,2161933709
1454,1656862881
1455,692660870
1456,1250208492
1457,1453331274
1458,2622478097
1459,729801058
1460,168169498
1461,3578554993
1462,561456375
1463,1215016851
1464,3587034434
1465,3344703430
1466,695582667
1467,191091702
1468,4175179132
1469,2956784795
1470,3089593915
1471,1549864663
1472,2223153067
1473,3717728909
1474,3092832662
1475,4031840759
1476,3011593002
1477,2525746406
1478,2601372200
1479,428684654
1480,589205013
1481,1333290683
1482,3986042621
1483,1133295680
1484,2175298434
1485,3305437468
1486,1703324316
1487,2812038761
1488,3479113384
1489,3602370663
1490,2177586631
1491,737228885
1492,1509625323
1493,1743538769
1494,3862107113
1495,2756460742
1496,3128425439
1497,2289554794
1498,1056908835
1499,4144159180
1500,2400325807
1501,3318426915
1502,697162530
1503,2665427501
1504,3470909162
1505,854433695
1506,2665784732
1507,2575036526
1508,1567241065
1509,328921278
1510,3848404036
1511,3699007354
1512,1392129056
1513,2061719531
1514,3487667315
1515,2896901508
1516,163088016
1517,2944271523
1518,756878776
1519,1577640249
1520,334469693
1521,675274224
1522,389065597
1523,1790699239
1524,125085807
1525,4206442589
1526,3989309282
1527,905026388
1528,294837808
1529,1080932438
1530,3848439634
1531,803267731
1532,3038851968
1533,1643358722
1534,1010856305
1535,2079894773
1536,536911670
1537,2847734806
1538,3833756478
1539,2225855694
1540,2993698728
1541,1112071815
1542,3058985327
1543,2018242038
1544,3846639388
1545,1396673000
1546,3227467979
1547,2224309040
1548,2663994702
1549,1066670251
1550,1737378130
1551,1272562683
1552,1509239522
1553,3621711217
1554,649907979
1555,4203831079
1556,1536691456
1557,1630846220
1558,4163502651
1559,1579779160
1560,3577395726
1561,2001590945
1562,4177247578
1563,1880318606
1564,4087898928
1565,367087091
1566,1579844705
1567,3245761464
1568,3559636756
1569,163026259
1570,2269136323
1571,328340231
1572,1598806162
1573,4119286771
1574,2592183973
1575,1356396744
1576,3001622562
1577,4267439950
1578,1010942455
1579,884872269
1580,3577219343
1581,3348326579
1582,2215395287
1583,541223852
1584,3461172848
1585,3608592709
1586,2612650915
1587,1511001866
1588,1410180810
1589,653100832
1590,3126091270
1591,2971676161
1592,933533752
1593,1554486128
1594,2193780970
1595,1496067248
1596,1795570136
1597,2551355303
1598,2428071908
1599,3859802147
1600,3726556441
1601,114134548
1602,2584264610
1603,3613338701
1604,1682626395
1605,3297471297
1606,1346170432
1607,3115885271
1608,2632140660
1609,2122365947
1610,2080590900
1611,877367929
1612,199670551
1613,3977262322
1614,1425195352
1615,3804653710
1616,3921544808
1617,2394690438
1618,1215303854
1619,3218230945
1620,3072549247
1621,1241806600
1622,2825886990
1623,714468890
1624,3451578768
1625,749684383
1626,4142210393
1627,1032255572
1628,4046022472
1629,3712624136
1630,1351449576
1631,2468948431
1632,888817390
1633,3939428753
1634,1349612241
1635,2805778391
1636,3445188336
1637,3536481748
1638,2390600647
1639,3357675442
1640,3608375028
1641,2017687363
1642,1955565349
1643,1469333874
1644,309235558
1645,1956174463
1646,2171867191
1647,3027316421
1648,4193904906
1649,3268947439
1650,2967695322
1651,4215643424
1652,779817893
1653,129923811
1654,2146347725
1655,456661307
1656,1746277953
1657,3957474241
1658,815731067
1659,2403091564
1660,850080884
1661,2432776589
1662,1545344867
1663,2146943473
1664,1906858236
1665,988508786
1666,3885845971
1667,1273632717
1668,2350300379
1669,2971654528
1670,151766902
1671,2072010487
1672,3300110463
1673,2186599233
1674,1741859278
1675,2883950483
1676,652856128
1677,124009143
1678,903863290
1679,1779298407
1680,1082590805
1681,3066280493
1682,1403458210
1683,45500877
1684,1554615644
1685,434504185
1686,4088871824
1687,3565545239
1688,3641964741
1689,3855420555
1690,1581996687
1691,3474750909
1692,2965932839
1693,3151925936
1694,1556261879
1695,327757847
1696,3807303920
1697,1977264243
1698,3689153707
1699,2499056625
1700,1055779416
1701,3597764150
1702,88815897
1703,1159112836
1704,2342148874
1705,2125491663
1706,2096177320
1707,1640846778
1708,1438925612
1709,3698238559
1710,372273638
1711,2414825530
1712,1716811648
1713,2366959279
1714,603263409
1715,2296585023
1716,278960752
1717,1811792784
1718,2536440112
1719,2664834203
1720,4155472476
1721,2153562016
1722,366437152
1723,3536398216
1724,3500066627
1725,1701680732
1726,2455971380
1727,236045837
1728,2172821922
1729,3691329957
1730,4023924494
1731,1391840091
1732,3708483923
1733,3432030283
1734,3639869723
1735,3620379814
1736,2961119071
1737,2916053614
1738,1195689027
1739,3029790039
1740,962481850
1741,1748570237
1742,1168232729
1743,307865996
1744,2760560885
1745,1335126083
1746,1683936601
1747,2883955077
1748,3049507943
1749,607642820
1750,4184126335
1751,3865553090
1752,1962793858
1753,997631583
1754,3729606466
1755,861112902
1756,3564781135
1757,701204446
1758,2137730076
1759,1572507066
1760,807729585
1761,3214067731
1762,691500406
1763,1687230747
1764,2415229912
1765,2886360593
1766,4029365038
1767,4097451182
1768,1185917713
1769,2539089145
1770,700691905
1771,1002208497
1772,3204918894
1773,676541399
1774,1262049209
1775,2919975099
1776,1498819623
1777,3711325202
1778,1307942238
1779,2874912951
1780,963462406
1781,633819521
1782,2261189803
1783,1159520073
1784,913717495
1785,3513254187
1786,3505727134
1787,2879218766
1788,611121250
1789,186385865
1790,1303460434
1791,3008462431
1792,217909454
1793,2484633710
1794,2466450735
1795,2031277457
1796,1816108026
1797,719817715
1798,774696912
1799,2843200154
1800,2988597999
1801,1642806975
1802,3463987994
1803,751697192
1804,3386731489
1805,324127195
1806,365032556
1807,1328197100
1808,3741264218
1809,1146024012
1810,2348673906
1811,1687165758
1812,1295506990
1813,2461588158
1814,1145087835
1815,770492474
1816,2240072513
1817,3268576934
1818,2309736891
1819,4165080692
1820,2549187566
1821,1364610812
1822,536172806
1823,503782452
1824,979206583
1825,346945404
1826,2232966535
1827,1067275496
1828,2204804372
1829,2561704124
1830,2736452822
1831,896668868
1832,3294516373
1833,2689300127
1834,1922975169
1835,1943757425
1836,743470626
1837,223046198
1838,887860101
1839,3112374839
1840,2959024776
1841,1040722017
1842,1684121907
1843,2603668877
1844,4053493860
1845,409363474
1846,41387757
1847,1033648356
1848,3110362044
1849,3538831753
1850,1754832283
1851,1874167105
1852,1133756252
1853,2371378813
1854,1273466272
1855,1445762489
1856,3104119913
1857,1294681292
1858,4084894074
1859,305151844
1860,1594929191
1861,312189036
1862,1221761167
1863,2914260796
1864,3633231304
1865,2998117485
1866,838392825
1867,1692009123
1868,4242240354
1869,2151387256
1870,2906872448
1871,2764595336
1872,2402421843
1873,516775211
1874,2563728198
1875,406481907
1876,4194165152
1877,731539375
1878,381600291
1879,1904835723
1880,4247882648
1881,395463851
1882,1938745150
1883,1118161192
1884,2716578023
1885,1171145357
1886,667595727
1887,2815784417
1888,2742488544
1889,3350399072
1890,2901541266
1891,3756329558
1892,1647318964
1893,719431894
1894,3553411751
1895,2134693846
1896,2868568189
1897,674371625
1898,3001805277
1899,2303848650
1900,1232389108
1901,3785539482
1902,2362064605
1903,621882675
1904,348897067
1905,226142132
1906,3688436654
1907,2120831215
1908,4058322627
1909,4005071168
1910,63250773
1911,263877757
1912,2333814610
1913,2894887692
1914,858868938
1915,3013336610
1916,2164523539
1917,1863266244
1918,3663915118
1919,1956196544
1920,1690328475
1921,7915326
1922,3110938231
1923,3450183484
1924,1037824091
1925,3725192950
1926,357032416
1927,3216503198
