,0,1,2,3,4,5,6,7,8,9
32,3155435583,321296804,322100586,4077469625,1222767607,3135832540,1407114596,434817499,1091995049,480020019
33,2683336836,1046571193,2920249105,1728741092,1992658745,2528364437,36278537,3388885890,903861584,1464957174
34,3521949143,2050447539,2764532166,3135067912,2505890317,1971629397,2523188685,1579712929,1219874030,665191282
35,2507298599,2652621630,1625190224,4034674052,1241400053,3641852953,3830754362,2022158928,3914925298,1466025431
36,287122219,1378107430,1336835686,2116912855,35987309,4074150308,1910031127,2486657369,4068015705,2015248104
37,243574755,3963687057,3851954770,4094008685,1141483909,2422817690,1856817268,2704542276,2304346376,2248697683
38,1511633066,3119471395,4248130953,35969847,1932435753,378663399,2920823144,565320594,955072663,3339609365
39,3757440404,2018725522,3159917958,4076053049,3446728264,3050703860,1540535011,854889790,2347745589,303380472
40,2595922683,1772572444,2871476456,317117319,1864769280,1506950190,498552899,56352255,3711715605,695593942
41,2313000747,528754611,1362147869,944305999,3573962785,3528549870,1704747580,711652722,3031174033,4091330044
42,3752462268,1356657227,3123707960,804876973,1409942460,887977352,1614584475,1932145962,2993855588,1412352008
43,4122968114,1042307461,2325690462,1871227072,4036201284,1665356310,1274190687,550910117,555316593,1180340324
44,96902223,771640398,456854746,4211886293,2839507845,3197898071,4243866005,3799811435,762370383,3963554549
45,3471927539,1464055779,3378321542,53021946,4159244205,2872591607,584678169,760427143,2949730143,2181246781
46,1843205080,594245878,3729425047,4039949418,3082645709,2652283473,2808665884,3606111288,2253581003,3363545765
47,4268548322,4084625499,1517096565,3100482742,1580025447,1883282694,1700136733,2235704439,1887836089,3178472184
48,1827256600,3444798485,3912448061,418048275,649994122,2408022839,2664844702,1187328444,3688109383,2135240505
49,3566926938,3543066846,1306304329,2276112234,1955977594,2716393559,3780121670,820690307,2893289110,2709326744
50,3758047011,3833443397,3330094422,2942087251,2130887519,2870772338,1505819586,3084973444,2309870865,2653947020
51,3453228114,301480121,3793522191,1773018281,1415054366,390098083,1466499731,2325270962,1113845412,1588965314
52,1501162879,138117165,563929913,1379657540,2605718293,552626781,841145390,174264756,50970876,3219151327
53,1154772096,3389413474,1239058434,2547508932,971292648,1556555545,3703339809,3789703602,2370557265,4270895866
54,221161123,680524791,2337750619,856242191,1149489658,3493926076,1984479968,3028164183,2813139666,4040814456
55,2230279580,4141202308,3144956470,1398947709,2215374131,1942527523,2796399035,3207637771,1030423455,1327287165
56,4230837633,231070596,1641752439,1170046596,735116035,352086519,1507340302,3555343862,2939928719,3794240847
57,3005912296,1200103905,1950416714,3841469019,3506820022,1962275002,4100945992,1091926446,2064497696,1575634173
58,2776118109,2064406135,44479519,2348324094,449885249,596174187,2390636313,1948882987,1589885731,767017330
59,2614714135,1520767372,3872981845,3482960592,4191236584,2209342825,4152285043,2344719847,1441230497,2551615033
60,2725464397,2590137979,683226989,247415738,1957208367,2708255420,1349950210,3324593133,2793267335,3711502902
61,4286294105,1027996328,2067545693,844098227,1446030700,878873249,574545973,1914960554,1833674387,441415792
62,1970777224,2171327299,1941579214,2328682048,2941682075,2250650602,2928339547,994034997,2895327325,4007407572
63,1133944781,1430042358,2259651883,2399170705,1699532880,2159176565,1160279528,1904077439,3327090043,3483797460
64,3532461839,4147762836,2101257519,571139772,30166793,3777071117,2463174615,515409254,2140882394,4233067575
65,2204193571,1515501505,4009439625,3245582537,1038124455,3841126727,2009517499,3549918086,3190018566,4147895924
66,1826883840,266606400,610893549,3041824464,2637869995,2005864748,2021335186,2368623100,376382400,3144325149
67,1411717204,3156371569,489258988,1549559376,3488840848,844360035,3022506949,1947509892,2826917485,261170983
68,2068592990,410512000,3049437266,2206678753,2316837481,2945621878,4279378959,2785587369,931386012,4215207110
69,1793567748,1726939665,2062429777,273718113,4071428956,1447246394,970166261,2045872272,1726470335,861258790
70,2298843582,3979648509,1971665119,3473017119,1447753916,3013275861,157416209,3483946211,2325999044,3368353957
71,131929227,1670452445,242298780,861112712,3109889809,2578164302,1536909912,708801245,2359296427,647780509
72,468962821,3097668332,3122377804,4031543337,396067045,3669583036,340250061,2444730641,199776608,2502191990
73,2743271580,710547012,3193982597,3973631009,2223374914,289990320,800017240,3849566654,2861753526,3735060966
74,380374071,714034924,2523247552,1976236759,768619672,503184542,4253408820,2122328422,3001304515,2857362337
75,3513111686,923483102,1499027693,335210219,436737697,713405433,4139416578,949423485,3109570468,2512539413
76,3931807192,1063443423,1309487769,3613636008,4181845138,1472031568,4142091243,3776819279,1737129851,1437368453
77,2601752693,537510060,3034211285,2654801256,3342547781,3641790168,3893241416,3321903801,2229675256,485865189
78,2531346902,3880737715,1245882021,828274576,52522573,1215819950,2754619599,2073162238,3106258777,1998239079
79,2029802245,1464484522,3013780488,1751428828,1202373576,2538061325,1904399109,4018017912,713662077,588651172
80,2962869496,1549957386,999723454,3841309213,3877145243,2774568382,2268403708,4115286028,914053667,3899578720
81,567919632,2116391156,3869861339,4151466611,75274148,2668841228,2259933882,310164582,3684178590,3779352171
82,2622375482,2957995261,1891855555,2945589942,1461887518,805170033,168762795,3686999738,2168676910,1384109000
83,1525171733,1803780892,2954383673,1613536367,1089374902,2905862026,4016252759,4218635218,3168522774,3476235631
84,2182165775,4090487947,3574935434,2857326004,252885677,712987848,2256430403,2588504953,3751934832,132279107
85,1258638569,193207615,1049290251,3626693666,3651063031,4004473024,65051234,3594195834,3962378254,3513365224
86,1359775799,2886116023,4277536056,4034792247,1676788232,1325693222,830245594,3801435196,1133544793,1251216720
87,3173906450,1616896266,2006848970,2679203544,2560532519,1307032962,2601414060,61861878,3912388190,2697133741
88,3189081048,2623045132,1221043304,26263064,1095042959,1235969077,2449135434,719551068,1940394567,2637015223
89,615958393,1036474415,3899134021,1400346659,3118224128,751880385,564523991,1390328818,2768133840,3651672520
90,3090960084,1597098242,14132020,3164159856,2009257651,3880676170,706299398,2908046413,2961369872,94103270
91,4214829980,2136996881,3411408776,2992806413,3296790882,1912793361,3176026326,1292225296,1514146099,3687935621
92,696336710,705707911,3153761843,2917467898,3216577421,831786982,1946798232,3222985903,2004918154,501875649
93,3150321787,1593864448,1573374250,3573492507,3121350208,4214555211,551549491,1016385284,94733801,3871264590
94,2198956936,2078512148,2774155091,507571578,169299233,1627013102,1255369658,810397828,1352490704,2736951819
95,3441645794,890662649,902978284,1974052362,2760341389,3657557971,3731882928,1525798788,2184721481,1262287827
96,3113269453,639449726,1438255517,1523951257,3367312464,462659588,3132713471,4286324078,3681036175,2674446505
97,2805037301,2034699093,3881244400,888727958,3138110040,1698837081,209869654,561176646,4036023071,453667630
98,1795625644,2600490488,39088138,3728063639,2449212592,195283413,2070689881,326325600,4189969568,659876470
99,116209377,548632324,995326428,4039706816,3122623247,3041595217,2911860667,3670245579,3592236777,3989916088
100,2082525666,1945671258,2519296574,203670869,49557601,2120195636,2124983853,430722164,1156607220,4238896801
101,2767057866,2968197536,3666484915,3128895329,290546317,344469555,166225113,3236333504,4271287956,2159992580
102,2538904849,2962521696,47164120,3405602809,2662795449,1704464617,2986855862,1537401874,3863828012,2174508331
103,3178102758,3830412458,1931337069,258043662,2110549636,3654615712,2902070498,2203539274,46575288,3878235350
104,2858065796,2126603167,344804270,732691543,3266851616,1605829071,2942916800,3642860791,3058163174,1800919845
105,2747092301,1233633739,822141583,2473562141,3981308950,658313156,3419661490,101307037,2036254209,4130032804
106,4260595536,1831686813,3771383949,442964233,2315784276,3461782518,769663824,2137839157,2234122499,2295528166
107,3254368746,432992979,302214115,1910133124,3977548663,3139527544,3219593747,3643872710,1075188871,3993565045
108,1869418970,798596778,631129563,2959948566,2995285513,4290324265,2973490832,2182582185,638542486,3331756170
109,3909551275,883430136,1415736875,2582865484,895134533,3745694419,1634470629,42849093,277163390,515313828
110,1875456405,325837590,1314047988,1267553620,1234054814,2947037129,981602976,1346654039,4140913676,4143006585
111,1055064194,3319487473,4130991013,2141126692,1440427736,1109480890,4043247050,3121537649,1401936802,126236983
112,470895151,1150038609,1636880123,2038071751,3717073419,863452255,277008905,2113257824,3928451092,804153322
113,3915275071,3277872294,1079907086,866794041,2764196235,1728278781,3491968288,1519027773,724464701,3656452293
114,3440621915,4010275229,404952686,71777805,864020502,1164376988,764612409,1124799812,946352745,2629110650
115,2747404460,3980454572,3861194969,1817492757,1567884044,180539616,2007864456,816837472,393487936,2656897794
116,1408123578,3024215570,3565539265,3964090024,2982262002,4251631956,1846765123,3490414314,2566002054,4077394430
117,174093471,1329757409,1332762978,2522868490,1511736649,4225283069,624488223,2626193104,1047129159,3886066296
118,4135114077,899269864,2093059774,3808725288,3255042179,1909465658,1980223201,549089013,1105129635,281920181
119,3248735682,2827649471,475205271,1448727327,3933730212,1554232985,1392874304,2867779001,2137963996,2964116839
120,3382177713,1473065176,3252266549,4126383490,1591473910,277432715,4232174773,3674058657,1514243685,1150962298
121,3196508962,828112400,1251416407,3250254428,1739028430,1304130576,955078787,2729257078,2017146414,1744365545
122,1297390060,3688724442,1316011464,1889366302,2248192842,655621323,2241594280,256881275,2835739734,4152001900
123,3286344479,4043091055,1314031042,2605434911,260389387,445487851,2527091322,1592240440,1909060413,3226681560
124,496432394,108980710,2404757877,3896575056,804725192,1381893247,2509158641,1360324646,12629709,2115406162
125,3097811474,1718142834,1236150549,2331580756,188280232,998807325,2156910030,322831738,512760817,1668683503
126,1181768467,903227327,1243907147,118625159,3055693427,1080831595,1447341915,1105387095,1929338043,270561981
127,24138444,2541048580,3130393948,3812260768,1035554098,3900356603,1248402016,1997154511,1300712831,4270095490
128,3220935936,3701434149,2314431587,2880821751,3108515352,2709570372,4259023376,1844441189,4087232479,3940264198
129,352661066,300126531,1841114342,686674429,2791729858,81114287,1203077212,3432727556,2393222523,1980655055
130,3410343658,3120375028,2827609395,3539437208,1318437665,3498108922,2480845385,856170356,1511204936,2590696010
131,18035484,1768505094,2509011168,877853853,739087411,1568693376,1259754585,3634960306,200030005,379333469
132,2886900034,491246856,1588992535,2544612203,396131344,3903666530,391040828,740236919,2605220807,2455218520
133,1350257773,2365289532,117416406,1073090826,1637017982,2901136514,778188730,3624856602,4130491728,747020188
134,3335082897,1273182423,3845855329,2778259631,2153335503,1381508658,1131140056,1270556877,4219777050,2393108752
135,3708041062,3498284364,748826997,1062438282,1572415187,2584879575,937918371,4065518020,2609120110,343255709
136,2345397456,3638747203,2335834452,2856471158,2879126743,942182288,3843221542,90126583,3622001172,1867733777
137,1474942284,2338041378,1991729009,1843605443,386637386,2192750402,1508732518,3590453316,3820205301,3327048796
138,3667608842,3425286763,4248253478,3421924592,704102133,2554253727,1406611729,3399183439,2893529033,792231623
139,1702102441,1270398304,1399983340,1183541812,1078236974,2607098578,316831870,2172651179,4025339268,1923442930
140,290038547,2405431281,2444625290,2819843042,1411434627,1107133688,3488926798,3225729945,920775910,381273089
141,438685988,4289889126,3980954693,3979313718,1544868651,127769923,2573303477,3028728090,4028758578,2603692477
142,1292733145,611719563,3123145473,882088451,3406429769,3478891196,1264695117,1673084061,1194090259,935393698
143,2451324447,3469009190,2254070082,3789431905,1222128086,1880825483,3125140115,2255177677,3195558588,245785881
144,159547502,3002244590,4098843120,3729406462,3865813168,1748059100,2707968813,3968289466,2455942258,308459537
145,3156414429,904132164,1741257366,1158072144,2148606034,2370219545,3460681745,2719348580,2419307254,2063599377
146,2351510208,1045594350,2851354020,2696977895,716588048,2059384846,86536860,2058209328,2802945567,2429002239
147,545919262,1177156083,223423009,1535768877,2913054052,2374532162,2276711983,1525529544,3513314958,916425309
148,231097256,1823003079,3580380028,1522099504,904013206,4014488453,2673782584,2450549560,4004571292,4010555978
149,980198100,552537182,630632678,1281483639,3774724759,2359512698,803573974,177673013,2957021556,249197624
150,3678594928,1375496362,3541107302,2455031553,460348380,2035855140,1190446569,3005507672,3508027362,321170181
151,711817459,2854810015,2416014810,3416269037,625920299,3915564230,875081740,3611003127,16874632,2451604318
152,3383106052,3095386682,2440294039,467121129,1833480855,1937646541,3792166246,1741774311,577894994,4205803514
153,1800100731,1718150790,39491013,1033608888,3211705358,3516177735,1967215299,2660125971,4244382955,1938833381
154,251538014,541577264,33099439,303725376,426674379,2526698830,3960259576,3029612946,1894092641,2104052196
155,27475380,2738620557,522968919,2153107775,4246797329,47885063,1789071735,1635815931,789766917,2713625933
156,3356209644,1288164642,472161153,3916310422,2516309592,873355165,192614111,3781792939,1528978191,780261256
157,3019456188,2633965588,3936129259,2400730513,3338830452,3569480711,1841994035,1256494280,3212363666,1610933251
158,226554091,2160855597,2015690141,3123126215,1366822066,1378416373,2611055927,3935198975,4247049995,352134148
159,2756149670,4231697621,1408274975,3206147889,1893874515,1682201958,3894878360,2191667923,4227797638,3586036545
160,4154751455,2469241886,2945774589,3891657878,1620418685,1148417475,3030774946,4003175652,2103385832,2414943062
161,904566441,3547881713,2387818588,3698985118,1556572933,3772351023,3542148920,2647782724,3418696894,1243320538
162,3155604334,4204706022,2058132166,3803192223,66625326,1205218640,1367761693,335974190,1865388725,2460163148
163,1971475529,2129484189,1523706422,3247718126,4090317110,1446167706,451341088,992914179,3849662038,2337504027
164,290418651,4269017634,1008764153,776465239,2304408390,439089164,471136087,2521742282,507938633,2690524557
165,3826335383,1129850434,68231809,995990293,572573287,545070043,427861136,2736292396,1570021265,3423587440
166,1713319639,781617736,2693457185,3943892358,2346124860,227673353,384734485,2771918414,484521467,4130359595
167,563593878,2125284218,605473837,1665756349,2518351873,1881554701,437015017,1580299506,3669670686,2991480861
168,3489185001,4131996783,226656063,2820611217,1021575603,4236892231,672279892,633856281,3038518149,2768644748
169,413825987,1361358809,1569668194,978586048,1774362299,1574076382,760414634,3841568210,982985732,2991777684
170,4043241468,1724213301,2403652099,2559093224,3825209301,67162250,447769488,2448575792,4102078247,1890546603
171,3464891360,2590170812,2556807760,3190227091,1932666905,3520095060,3656797861,1010160779,3852871501,3512051977
172,2633077353,1340633149,2616685858,4156940132,1956875870,2773365582,2288106381,2427790330,91380568,3075326008
173,1412268732,580999229,2434480918,2840278299,2386219932,1207635142,1855372801,2498000463,3211533015,2001493242
174,1482776292,4130040338,2119616736,2355253323,2452739212,1889275488,3424362332,2122097679,2856085099,906842453
175,2594016444,2632327922,1452862901,2293201457,2185121571,4139952818,1973312415,1581891567,2842037403,3385028535
176,3339971989,2920725163,859977454,289385235,2351787228,3089409134,3426011778,1061556573,1449634202,573727866
177,3220792882,1855152772,3734498470,694877071,960040711,4009456718,687135434,4128063031,343313726,3364837071
178,3990897975,1646287382,2245728717,2329162250,2941242880,22687207,2990238512,758034733,3129579062,4131494770
179,1237422793,846629606,3800513953,3221890752,2446919190,3597313483,876163880,856549030,1844899674,2528845251
180,1302328320,398247868,3918660562,2242693003,4067114924,641812635,3851339221,2747450362,3933150754,2123844993
181,4019072256,1678918786,1225732863,1814558666,953397167,317663480,2455122915,2320356529,786906362,259655357
182,1117056851,2426696577,868135031,543394147,2434059371,56874816,2928828533,15610340,2244254329,3576856719
183,3185861405,3106903648,2788614325,1681308167,1280346556,1692590590,2110802503,1559892542,1115204238,34184214
184,2432798446,399454366,2731875630,3028596685,3560845033,2144486289,2303949524,2665027441,1818874709,3926638152
185,2408034310,119362780,3475155709,2728401582,2311790908,4000594177,2308308135,2268761234,3222699342,887601874
186,543545746,333259292,632443164,4266870707,3307211189,1674047146,1752288499,1690050484,2582324145,1144107188
187,3534197406,883476301,955100694,549288937,99556639,2780904670,3116831703,3932276337,3628385523,3805264000
188,2171598851,3833580698,3305122077,1858313671,3264637667,3712028940,2076249387,15362647,3668882558,3060095030
189,4154366267,2342941291,1337402266,108174458,2706799,3466304912,981205519,2723567176,3810229157,1908651244
190,3485657360,3751308711,1119596466,1069116722,2779177622,2786849712,1609098873,915097433,2804267503,1058612707
191,3071781724,2553459795,2909825505,1338163685,448940165,1005249468,4154750734,1633497299,4212275993,3445202127
192,1656876276,818838289,1305576369,1485697536,4285345458,3690829718,110115574,774560834,2572591093,2255926928
193,200162339,3753553757,2444338062,4222983805,785674270,3836412005,729909421,2251902750,2608890676,1104949049
194,366480361,3602737693,3387444903,2300449340,4197595238,2063821497,1241531612,165610320,3945889190,1233861898
195,2353927998,3308426736,2179902912,2467166438,143604668,1387636445,2790381252,3709377788,3066903475,535301691
196,1458193343,2316896947,2201320171,2243042585,3512274622,1589579453,4111310215,209447630,2503361159,3280245724
197,3865444123,1210739966,2329288935,2673309461,1973169985,3103410868,3007553705,158105054,2242676352,3072896317
198,405824702,865939532,2927484436,2978055433,1037889783,798526752,1308837812,3102597243,969502296,3107136579
199,1136500266,1810386578,2846606438,3045923127,3421176389,486996581,2712667982,2162607153,2894902589,3287394296
200,2875804909,2388574354,3793182802,1418182729,4179853580,3241624859,1348512763,4085496043,4213487318,2407657641
201,2679919917,1893795457,3578894184,875146375,3064045961,3233712291,1055617299,1570158979,2483671285,1115868938
202,1437204493,574811151,31705997,2393226863,3452235726,382515367,3981565514,994710265,2359099326,2956338850
203,1040390637,1961979500,1213004303,142957569,1187087487,2730373725,699922871,2549438601,4056909479,3716457195
204,2382855382,3518986857,3422305293,3347484378,2575564169,701180604,1264410798,3755867085,2380521701,110952444
205,3984376212,3148141995,3797964000,1889697461,3427187468,1582086641,856863372,3115846650,2525699471,251389262
206,600190224,3282242840,1417816055,2028997512,2348351134,581239816,1973919691,3504216716,183627577,2914094021
207,1848868205,2497138214,4167122041,2179464659,4003445758,2165036534,598939175,97126206,2015124920,1359486135
208,1630488756,1687763164,2421009262,1282334965,620085084,2042759319,3193258524,3390446681,3003830585,1004326821
209,3310987004,2783221417,2205509089,2720295601,2509171588,3570076746,825351834,2170438758,1005155908,1719256027
210,3307355582,214143607,3133493547,2668624640,2930867770,37623223,1583455917,603072538,2341397133,56902963
211,3353673040,133332514,1491562721,252945073,2366435932,3358620049,1430036759,2281204854,1086224333,2544460931
212,2350548833,757219743,4095199604,1667044503,3701433040,1752973284,3094954753,2707987514,1775210818,1449328871
213,1628920977,941205803,446364278,911837288,347096861,2094958133,3863998141,3583187592,3469946477,546865361
214,3437843443,3630757451,2050490602,2430878632,2999703396,795999140,42001918,4151233597,3082224070,1594043446
215,690055330,3105159115,3727443466,4161943691,4079604108,646418024,1509026135,1162077803,1669679370,1550808048
216,3126630239,67819274,3487870527,207408618,3894887808,1448223592,691698531,2809041221,2672983058,3131682
217,3224963054,1156800307,282261138,3127808809,2601068356,3634646276,3679354087,1936058449,2950272722,2966398190
218,1796477860,2751701494,2618773037,1091732010,4171190868,1875207093,2197583576,3430481985,2549155078,3951891404
219,839449295,1806467689,2740585113,2385432487,1993613104,1506599126,190290691,2179336040,3325018660,1719888530
220,3876656764,672881926,2820531525,2665190090,2488093209,2821475427,1223842796,1076400775,4084439489,729655858
221,3562781521,2846581762,1605528951,1424464022,3433113868,2767112169,3907702158,1276442293,1351049138,4152463277
222,1100465285,2601871695,3208153213,1329009524,2491225149,3571914338,2590190569,1687839348,3238896032,562571769
223,2166519297,1610526957,4029294784,2706607774,494829699,740338618,1922655590,1061211656,2753830837,3964819865
224,3328876614,2995768108,1746826917,756155160,301337778,2616818998,1696165628,2178407347,151712207,3686112166
225,2271072454,2938878723,3391498991,1628615054,1005743373,1143588379,3205101473,1279474582,4011681180,4205438010
226,487960264,2250989312,1508700590,1613097822,4164272431,675707956,1533952690,1765551504,3513361567,3565836153
227,2911386236,3694434440,2727198569,2402916030,877461347,935468783,912935328,2359849503,1185092104,1076085825
228,4051448631,982777795,212151858,3885582342,1417292092,3039564583,573043729,1545233802,3027042260,3643041097
229,3328999343,2105515991,2512656963,1462614937,1596020242,1850399875,459023753,1541382933,2168789952,2335658905
230,2611091325,811378326,1901083502,262662688,1322906692,2920440788,544041836,1085846109,2490063707,2798182759
231,2638166165,294931628,333464249,707646719,2660380848,2002195950,2648936640,116331005,3950005392,599007335
232,2672400028,2540532268,2890938348,4087143184,2367528628,2366068630,3496991035,3808901661,2535221644,4045270282
233,4083516860,3995065243,281265864,1068542649,2809166888,4228508737,154026469,3940088117,899531872,1529195828
234,3007971812,2244682550,3719685982,795938926,753071066,254758223,231301976,2628130677,3599598195,1361078707
235,1416286065,3719646872,42503020,2804597454,3020239979,4032543174,2227379938,956184162,3949617003,2832676990
236,1776369396,228118424,2742614280,2898767912,4088727940,3663019446,3328570375,1539411513,2548041731,3863228433
237,3142821316,1878982491,4262482967,3266847805,1801612370,127235335,1914526389,1100819547,3389666628,1422962304
238,999699549,3865245503,4254943117,3889568950,4070689412,2699258188,1337991420,1856144642,2455998051,4164569990
239,4007333444,3883494879,1118055854,2993839390,321559949,3271288377,3700950764,220860679,1925143569,1633831436
240,1287821073,4250896201,2194998695,291673538,3213298415,1641690575,1297566558,1945659135,2332094638,410022946
241,3958454632,3133979530,1388152602,1502042451,1236688591,1127936692,1844436220,3564347176,1512960609,210922161
242,2274034108,3385746213,3489818579,586075735,2848165313,3441013170,465759227,2524320631,2591797723,1377667102
243,2814421385,2504589581,117360581,3772080724,3519216062,2011091197,2737028045,3714709593,2358320868,2546719771
244,3827733118,1745546055,1535869505,1877995060,519140497,3536192878,440666273,754546432,791202700,2035817732
245,3610422547,2847737545,2360740439,3397517539,4093621112,423062139,3145408064,1502081077,3302690446,1821264304
246,54079949,3882673935,3124454774,2689248517,104211363,599078165,1862995257,2525937676,2054830890,92943561
247,2559079060,1463688622,2410897288,3675509069,243983200,2301423644,3299116257,1122428102,2653721356,1084676014
248,3166130176,574307610,3222122862,1677508048,3209845166,3637349657,4141655997,1396009271,858570156,3390763693
249,2183124061,633336097,2380086471,2169986990,2852340140,287731162,3743566009,905218897,2879743547,2819268562
250,2853927362,220639432,1431956112,3110310478,3113816472,3896246465,1874800989,3027487646,3181481320,1723219154
251,1576058787,2761965856,2834838028,3018482245,2696316713,4009073088,156873580,3145449240,4014126218,844350631
252,1471779218,3908270046,2796276412,3752367245,3910767300,1881696348,726739623,1580845933,1211207007,1483463784
253,3833838621,1545744745,4236626723,3983187745,4291507239,3916545354,25986300,1866914584,1872393228,2631829644
254,707245302,3702945687,3119887818,2418912728,3485959663,4245046630,1812806673,518997505,246152361,2965482664
255,4153808063,3618859398,4169490480,2897819691,1737199342,3674936497,3980708637,427149869,4170789725,2997209982
256,1904880255,2788855513,2913777167,1134907848,3856677282,1129771772,1709265713,2939480135,3511772453,631826295
257,1582294386,1714035293,2985785348,2441049891,2570959876,4122247328,3398273034,3512590970,2009833791,1956003139
258,4160286631,1089754910,344839251,4013362781,854429116,3413094,1771645783,4192234185,3197566491,3027290337
259,2783176640,659663505,691923195,2686398040,3128669229,936960237,4131892337,182229300,744750457,3314578882
260,4198323358,2650561216,1111767496,3439246749,3181793417,1543208564,773987528,669907402,2439007573,3423202546
261,1905446407,427990416,4238989977,1250566853,2933477985,3868373008,2716979934,4233906739,3956706351,1134667703
262,2545350,4237572516,2947916449,1197588169,3852745702,1976840489,932310276,1836041361,672226609,1336881608
263,1405924069,2238342555,665151741,964594428,1235675508,2249915071,3177565409,3079913504,2264975807,3547467901
264,2778663078,602399584,2192688515,326395232,1678774774,591615104,2979265170,4131290702,948389117,927480903
265,1460543667,3590598005,2021541173,3083184069,847577770,862644881,953344244,2440489546,2632463004,1215728707
266,221297303,1429071270,366688112,3639574357,2650446775,1569113105,1610538315,4276810800,2065583717,3189849687
267,1198984847,3507107496,3337505673,2107669757,1036421927,1510407419,179582449,1546730452,3539031979,2835519831
268,1358202109,1915299419,3436089469,3081732748,2414356310,4202630540,918763769,1308578892,1518572333,3987164169
269,2210643578,3193813563,1852702327,3735718497,3434402434,475175888,3391378494,502035176,94456730,4262922509
270,3168800734,2498865633,3222810146,3099995718,4249481753,1403178968,1414583012,1073583010,1823271237,2786942574
271,1430819347,4170628907,3535826682,1999119509,457606538,1813811383,1327300336,4271136901,3142850087,3885969397
272,2323399484,1427061497,3584972243,608980377,1298934804,1899912857,3586173768,2813943976,3904753458,3049369125
273,711696255,1688690528,3555087426,525812595,2045929432,3346404529,1058886155,327971898,2618882761,1078609420
274,950784792,1536567257,3804141423,892994254,478311172,2021294709,502749550,2483246663,2218194843,675802881
275,3819638004,3588219236,549751576,1793095912,3583215128,2264069255,3894038283,4218172,2460946123,398755501
276,1964005321,873258106,3639426527,3462382181,1331595126,1729803607,3506911547,974319065,3064814692,264290152
277,1482399414,465964602,561025536,2170706934,3777393844,3364205986,1495372887,3287182283,947438032,2256551341
278,2784800039,3124316599,1599294043,2884576026,1321776326,2410136760,4019496460,3501467901,2393285248,942610416
279,1632826867,2872419133,4075508295,1230663334,4145130944,3254333916,786301626,3744330016,4084952031,1523018450
