,0,1,2,3
100,1972985336,1943748505,2064142505,2367387296
101,287726907,1520145336,1839926698,2334524296
102,1339120151,2412466574,185531389,1559119656
103,1655920116,430960150,3094326362,3239560836
104,1602878398,395732611,4273984360,954356369
105,2278135012,2536087166,2082408669,173104887
106,1355759291,1170439657,3476044608,4086867389
107,963795307,3717332844,2557880655,1732184499
108,1000539358,2604538804,3375712810,696716098
109,3910150712,1345186975,1788546498,1344472275
110,3929684479,1667735944,1514378615,1674393852
111,804700269,4013007766,748582648,2690136263
112,1313306188,1437612117,3813154295,1510878685
113,3637096139,1807603618,2635536387,2689888098
114,488198344,2499432788,2907655852,2650341837
115,2186162567,3588450372,727024201,3048271746
116,1913400852,1564842236,266451587,1909723846
117,3184264687,938539506,3554641999,322222329
118,991896518,38087495,2225368328,2309355738
119,935568667,2268925870,2026719730,953029446
120,3897147060,1041181125,778096550,3274814964
121,3260319006,815424785,3680598392,961559431
122,2108956100,1061576165,3818618169,1192168729
123,2398154962,3142272886,369552458,4219597880
124,2729704700,2419477390,921186695,4242987200
125,2938480005,476163769,1014285510,3456553685
126,4224552169,3109745029,1457109829,2204639502
127,3884946922,3834676425,2170670604,4195602232
128,1833795700,1974428292,2063775788,4263673465
129,3513567040,834537006,2594758474,2852660718
130,2887285443,1221558792,3937079397,1397237067
131,2391990792,2412685489,744913138,1567399955
132,188118345,2052083880,2578785558,2123710254
133,1542315383,1107086880,1147463224,2461774403
134,1081473118,3223663116,2513257506,4256515007
135,2140515974,1705351396,2072893255,3226678112
136,3361624812,73671889,4092879282,764485270
137,280124927,1449816994,1492321510,645211304
138,1857495496,2734211299,1498701198,2580521183
139,2344088240,315376800,3854481905,3932472408
140,1287129197,644495279,2128009450,3578768564
141,2530590416,685731832,3528558434,2865404528
142,2330283570,3405986707,1395731028,3179346167
143,3705046929,4108554341,1312699269,3990217193
144,2404690440,3764716601,1750654753,4113125003
145,189967067,3685335276,4201475983,3983917770
146,73724090,4183447769,715464527,3193416528
147,3466702453,936454608,3240734815,4145237542
148,2794397916,2081855424,2151851187,1937211187
149,3292906329,613057018,910904910,3689077074
150,3464205833,2768044145,2580129948,2156897435
151,3048620395,468680036,2001650268,1702526998
152,3836315348,460169034,1756951386,2385565849
153,2513003077,2892290140,3750124036,1479587306
154,2173590172,3990979670,1221673075,906461117
155,2080278151,1511787684,132768805,3313936089
156,772289288,1539229667,1843459757,475999234
157,738717786,1086966696,886131632,3236121835
158,2843405899,2695589630,1126279430,3603991164
159,1298685682,2053043725,4057282159,710237683
160,1153826889,403439723,1262237697,3060258836
161,2485364205,1117430054,408256021,3581138836
162,3040702192,3627148503,278146181,2933156843
163,173158154,224065634,708825875,418010286
164,2603309062,823423588,850127986,3600314531
165,1578910463,1865946066,2234318061,3509968864
166,1578070338,3805611409,1220750996,1179166635
167,468692717,1245900006,1294567115,2377928119
168,3016559832,2630687060,3801657358,3417514599
169,2208510904,103638244,2786905350,33674990
170,2920313024,4084725110,3532361253,154004752
171,2391531415,3843464548,2781945352,4128594554
172,812571966,2571223897,3476412231,1824729962
173,2264168539,2632646159,3198996524,2823123853
174,1034655356,4073387663,1788972682,1103557320
175,4194955040,3476806115,2547168284,445861471
176,3395835428,1109171508,1612850197,2963109725
177,3424249879,288808051,2265851303,1082658883
178,291005187,3987112948,3306167591,2298328623
179,1379959000,2594482937,4094630670,1297420409
180,304713592,2954656226,3063150314,4094291009
181,177754177,3196827538,3367152684,621621756
182,2114207258,443386595,94849373,2336383914
183,1507450010,250925104,3108792813,276118168
184,4271807989,2314821707,995964171,1702685502
185,896959498,3392127590,3525166598,3216906803
186,2318948952,2271334115,270005470,3890070004
187,275824760,1419706663,1790293169,2174603039
188,4130667354,2892725954,396609106,368823526
189,3906955207,1362052703,158327474,1285638835
190,3865339380,4081960207,3554737351,3765466080
191,1062927272,1824868016,1445482105,3312221
192,3568512569,882131870,3976109729,1940677094
193,3607270955,3844976360,3069470777,214568806
194,4277864447,290222394,2323264930,60736087
195,1164047669,560210880,2062642106,2916800000
196,4032200725,3425676409,3888023063,3975384305
197,4185258360,3971094303,3956983391,1858800076
198,2488804122,4194979315,639297768,898835787
199,129536729,350690406,3510932104,736102549
200,4110419646,4193571943,2370154091,4087560698
201,68544926,3677061558,612418165,2608553471
202,3421659684,3290334853,3018808857,1231829956
203,4087073460,3871952733,3844819526,1919151672
204,2978460538,2540942282,2363062082,3616737930
205,632506983,3538166322,1078910619,2447381207
206,1071034047,403714033,541655385,4057361538
207,3161293329,3287194309,1198328953,2201870336
208,3491114148,1674163080,915131519,4191912496
209,179344480,2863189835,2049236653,3573167275
210,394595272,1071092481,1320813799,2720597375
211,769569177,668981381,336844232,15033280
212,1397682421,2152416073,1393920639,3698846084
213,1551631521,2668714555,1876334367,221517963
214,45456062,2069130652,3933326132,3960193868
215,2844478826,1307420707,2036035942,1460918725
216,1054637206,304127764,4220049597,285545969
217,2809490220,2234794806,2545669836,605117584
218,857302333,3916628790,3691526996,944786181
219,499201329,3647409292,1006481713,1413932970
220,1975274582,2060462350,3853227224,1763759822
221,3744367680,3805577005,1648924625,1630047915
222,3816559879,4186038143,839777365,1627894452
223,4034408292,3808314438,1373162142,2227705602
224,1516360513,25784300,3523672748,445053093
225,59487667,1427178024,1886373157,2444615290
226,2966081691,3830101411,1625785851,4276666448
227,1523389508,1054229974,346158525,1284597274
228,2281340620,42104695,2851088543,3726979146
229,81261672,1149460168,2859949561,3876876014
230,3934457567,917029615,932107632,3545333004
231,3664383811,3119729449,2265407924,4270748440
232,3814517638,1953080536,1748283495,315694708
233,287333353,1436869477,1207702070,893443269
234,2111849162,4285221204,1796005008,3556363599
235,3787267108,2871498012,706175166,120774164
236,595613795,83087498,2605444155,48779071
237,2000058596,1107356765,2591683154,594947133
238,1356158577,2741752488,3545396580,1400857012
239,582060792,2101735999,685751064,785420060
240,634617858,209017069,109915297,355964064
241,3113226360,2012221067,4226942692,1369614398
242,2330927130,1279901037,137815189,2625079266
243,1841601436,3402703892,1222739002,802445002
244,2743973524,2228501540,3776870298,1516800897
245,1686081883,3639687198,3388795137,517224991
246,2040061235,1588352188,3063624185,3507362921
247,3332563151,1196697588,1892142977,504166161
248,387160486,3597287411,3273873079,5982856
249,1596147460,3959910459,3572455939,2861892678
250,1636924850,2903798582,4115006898,290329704
251,2002105025,3832133168,1310128925,3080684834
252,1198536903,3507467332,3396424584,2804564857
253,3932433799,1982592212,3467299229,3571893846
254,1879057646,1963450180,3662874968,3727988819
255,1768590721,2645810138,2179569124,1116132112
256,2564019996,3028980750,957549075,4191854840
257,2975088960,1505752444,758627318,2558997131
258,3888447482,1718040218,1992845914,3131201941
259,2674284837,1953013400,779602210,3002592392
260,517151080,1714968680,2124991262,4069648893
261,3857719216,1991599101,560886925,2029600056
262,3938164265,937813559,1179787094,2242561659
263,2624929701,1454657487,1254414200,2665797473
264,732938920,4088702140,2326912891,731580281
265,3319284550,1833371710,137241312,3953525908
266,1429376268,56331656,3142426241,2356148659
267,2126417599,1100331338,1119810619,3336026556
268,3776549864,3652099445,817558193,1998858707
269,1254024722,97158306,3843078566,2299408115
270,1814270219,1964223448,2000375000,1250431090
271,4147293467,39568697,3272426803,2346735995
272,72103133,1984038804,3953130879,1469219778
273,2083924575,3782146321,1747422698,1416143147
274,1493057894,1139535240,3691664966,1782235072
275,3942624421,3888716621,1714944559,1773978621
276,3248588830,1395069393,1358587929,3226054247
277,425355447,1101965120,796613688,3017578088
278,2222299094,1048082418,3646495322,2011354462
279,2803417154,2789419050,3536408363,1033757237
280,2089337235,1747198710,816890089,977782823
281,548666162,3077231322,3459835936,1587456562
282,1919561951,474813844,3158089970,213846466
283,480139625,660633136,2532547265,1687120590
284,426082116,2217111203,1597251147,2166907445
285,3503257220,1135482616,3652565585,4276269895
286,3020981809,3075869535,3674990636,4108113367
287,1336265101,1808954907,3008936931,181384417
288,13389688,421424646,497343319,121013011
289,2775523135,2804846705,68012533,3488054768
290,238583945,673107238,2348054913,499986425
291,967899492,1925797683,834862130,3924944835
292,154001274,1110569113,1427237292,2024858575
293,449133906,2060347831,1465021634,2230771814
294,2915320715,2376435336,3942708342,1999919022
295,1866589547,265286341,1951860574,699921752
296,3447208227,2102507540,716446518,3893744328
297,276588929,233867781,9107758,3851989503
298,967306615,2388435139,725588114,2903857334
299,1041815390,568983143,3305999547,23695641
300,1658951688,1587580657,829470915,3292532713
301,830073804,27948916,3498381361,2776777852
302,2235222178,2604718996,3068728955,1548786342
303,635044922,3970242421,1961894190,2117744534
304,2672529816,2293329476,3579186608,3382612584
305,481918251,1705749499,1844943871,3997444383
306,154831955,718229045,1120994626,1494126943
307,1595193273,3141154858,2605787723,828244284
308,198772052,938088849,3383263845,1808924084
309,605323744,2039924106,3288115062,365160344
310,2091933797,1619229428,1433424429,1348041924
311,3662926144,2523752497,1895580020,3860107931
312,81122309,3222185527,3399603354,2067162760
313,1547170341,2001902529,3361015346,1631859214
314,2077277892,1056707171,728425693,2412609125
315,4229010819,1500307518,3091627606,3172388940
316,3027154349,1486024828,1774367882,1245959550
317,2238876979,2023257746,1235224149,1494998165
318,1408866051,1930845251,2605835572,1006242943
319,486005865,3032656444,3682262405,2504242062
320,3526654399,3968528334,4181612572,951431378
321,985154232,2859257887,1385001187,1768409929
322,3760651508,1600345384,2512284750,3290593475
323,630056582,701575334,261610017,4211087109
324,2738352728,3823677498,4108729781,2353288471
325,2490273851,748980150,3948280952,3627182938
326,262875695,4009865960,1022787808,1925268969
327,2998875434,2890492403,3522680978,3366232876
328,3822808989,306738926,3604092883,3317859460
329,2802837332,3791983699,201361825,3147515894
330,2688250963,488591925,1451231684,958729224
331,3101495059,4269501998,2434460924,1353096684
332,236387946,3736727362,4131111016,3565880476
333,4074540409,452223400,311064558,905127287
334,3563916919,2326354877,2584840026,1222781854
335,3281244137,2538630871,500617740,1364870315
336,2440844887,3387695244,3311833379,2008413167
337,3361218488,2849799419,1262063790,3788873574
338,3782352224,585346885,2356426748,941239164
339,3618757284,2533352477,1252427334,1648165736
340,2778323668,1392350821,1360602843,3283529170
341,597730932,3140148812,383122797,3602677491
342,3538386110,291661001,4294556297,210634349
343,2559675054,3756125777,3115563129,4225929783
344,1178837907,1741870805,170647901,4136793438
345,572312780,1931279748,4287070331,2713836587
346,319873497,3540344993,4251974885,2868845390
347,2890793650,3003241420,3530190200,1987445343
348,1398972813,4016110805,757369136,358928733
349,2280080125,4283072760,3880965917,2394775909
350,2489323752,3715483036,2015512386,2287829403
351,4063348961,3266760785,3290847313,1304474571
352,3148454316,4061529394,114860396,3605247255
353,48143662,2244691709,3089794865,4090398242
354,3136173939,3799443622,2978617644,3834719016
355,1131397033,1057361913,3891556984,4142892316
356,308642569,1992895063,2658431191,3509227838
357,1385171779,2551677552,1558718810,1294264503
358,2766843948,3734671943,1817388807,1778588869
359,3317873610,4259707966,1038177178,485466426
360,224801991,3289804644,2342984079,2193982199
361,1563723241,409251057,848325493,3442318370
362,638789606,3105263595,1942351501,3966116609
363,2430548014,3179940236,314667531,489322095
364,2025357815,696365905,2623071710,789553998
365,44973680,2743857663,3751690340,683945344
366,2457196865,3014006221,157810242,3608935217
367,3825679013,2859426245,2659743621,76695594
368,864846884,170441756,3719395198,2392756936
369,3614348697,2349821581,3285660883,3641916069
370,3908105677,6661354,4180487418,277174165
371,723820217,1011948171,1911457709,209188938
372,610523059,3933796735,1010286997,2222445018
373,3034256346,1558644946,2196897233,2216144926
374,3102442171,2423584450,3879187926,185149535
375,1526914668,2573442710,1905442353,3904008429
376,3872836068,3531171228,2693855545,3312149869
377,4022642897,167216646,3525957957,3568291480
378,2471927383,4132520310,4160024990,1606505337
379,4221722148,3720871021,2765988525,2302062157
380,125234504,825727967,375883543,4275674754
381,3765002860,2905508568,485599729,3600414354
382,419938502,1331936861,798721164,2536982010
383,1144475805,4273687929,735356083,345276345
384,2315062965,1979202921,3738596753,1092470978
385,514566690,417797029,2090810575,1863100386
386,1114778284,3951431040,2458535959,3953667611
387,3882068800,907106771,990638935,643773787
388,461516408,486365049,677637108,1562597502
389,3931805820,3313125461,2158618967,2178221739
390,950072314,3237986771,3843662293,2558290655
391,1428829118,3604745652,2751269557,270783364
392,2750211747,216083317,2803179450,3942172459
393,2456586251,1364946762,2780753181,3552345130
394,3180828752,372558645,1856143054,4195340181
395,993658372,2799864846,1818907700,3099547740
396,276087054,3644170730,1345298010,1338584839
397,1398334071,879634314,3558815450,3655910591
398,837731147,2732413546,1658669853,2492719452
399,1949490893,3010901858,1119126517,1093160507
400,3540669162,2652640885,1581204548,718761364
401,3706222474,3349864962,706077027,1550455538
402,3616556453,2921148402,4262658563,842476970
403,2847886687,914377670,2485820795,2428112503
404,976296381,480839038,3626728526,1237707531
405,3525496785,1758290902,2900075978,1809148883
406,3012461360,1561591100,1455846310,1441116675
407,522943006,346491951,4287532036,3577766969
408,391631267,898909438,3946084006,3292601616
409,2271964171,4167749147,3631855302,2863502021
410,1350461083,1227849951,797676380,453563758
411,1667242808,2653662603,3762685829,1478614183
412,3045060024,2335640554,2957913914,2656511622
413,426078652,1378588509,923721515,554849382
414,3983129895,279214525,3580316976,1181310907
415,2264835359,354549901,3067995816,2089548479
416,403130748,942129400,3860648995,1051138641
417,1371878513,4083210524,4201093525,1990745229
418,2353715412,1725734094,163803032,2441641749
419,4102126710,3559399579,1997556144,2682973954
420,1215188125,207162319,3265222596,2899793085
421,603144634,1286068564,1564712355,420131312
422,3670113410,3955971217,1139681111,2324091893
423,1008175990,2603243730,1599989805,1758504391
424,297831016,2996687686,2001488464,1581705288
425,542736488,268365397,2561129758,1619877280
426,3515634410,1318582920,2667367295,262443443
427,2382821676,51380676,3993965878,1232858441
428,3572706465,439537631,1733795857,1069326189
429,3467121959,904155344,1987549954,2988461448
430,2632227563,3731721044,3605768070,2716311100
431,375561873,91472223,1569797552,102948310
432,1450994653,1824226273,1798731583,4224311699
433,1656860590,2311856413,2478975048,3576281222
434,1355855225,3766895336,2181186473,3956381108
435,3229917342,1689136324,200159506,3127900166
436,3224186849,184625969,2245551021,1859275566
437,2201520348,321946133,1367767958,877700425
438,2566314596,2206155237,939165621,1946431592
439,3529903009,2831340269,2277613937,1528126418
440,2605325136,1882576648,1976741470,217077284
441,1802291276,229924638,1990434450,3919359797
442,3485210038,534377193,3153529829,2198616968
443,3432786929,2065388713,3351003134,4073729024
444,3961285424,3694754893,1099336971,539719657
445,918318516,2687111197,1103957320,1973963402
446,440574210,2856620882,987646437,2671829382
447,178853574,2174158110,3671316843,2778369354
448,1400777951,1300232033,2008430873,1256462800
449,3800088358,2566303744,107997283,1870097145
450,2760497294,1366399733,1986283693,3496046768
451,1186053958,1975783611,1350268882,957279166
452,2466109408,2371625076,3073469392,2679268601
453,1567386953,3528349197,2475986261,830361329
454,3035809358,3047294866,3960876281,2766454373
455,4177828562,2974670085,2824820238,2237533902
456,1880670037,2916496107,3844498436,938671261
457,1629247418,3178359455,2082397921,4210979833
458,1832511236,2420834900,1837883802,2079734042
459,1708608359,422388037,4282112940,3378858885
460,1448425614,3123352521,1075551953,3916345640
461,2969105250,721985607,1016520344,302030231
462,709095606,667840628,3891744341,2552874215
463,2761958507,3707884248,2383359941,2059372586
464,3565817553,2830906694,1040656385,633951615
465,2652082017,274044595,1562440252,254870009
466,806989092,1590020241,695265170,1339746200
467,2380573425,1075839898,4193396886,950631963
468,2139214843,2640504661,3073501697,2715046406
469,2720753639,3442836407,2201867386,104267577
470,1492466509,2479846801,704923809,4106074776
471,1060319274,2189771051,658528309,1652631698
472,1860139358,2088594100,1650681714,1926424951
473,2404185208,2135294050,627783746,3920319389
474,2979339563,1304898957,2473243060,2928568527
475,864771668,4194797389,1392292135,324205266
476,3548096368,3772563171,778097814,2062726904
477,3220418094,4173462387,3343333272,3748987301
478,2075806187,3877044198,695606403,1384850795
479,1153565683,3937308901,2092072595,1468312785
480,3747342567,1637336793,3678168822,2663411313
481,1293384290,710959684,1964985596,1857585979
482,616807751,1834717903,259804153,2196725497
483,4263295699,568068864,844653127,1411587280
484,3048660250,1405031081,3439848364,2033463314
485,2035185129,2362049199,3782249759,70434031
486,1119337277,1856200524,1496650596,3272901068
487,3589557610,413195465,195589188,3391446014
488,1612975484,1162851572,2936919947,1330332919
489,3402368182,3621925036,2273156914,4227091797
490,4091537106,1392535646,1715221593,196230503
491,2968766205,3863301188,609633826,2125816671
492,2007165429,1194245078,1733881219,1927653709
493,265166916,1751941616,3779911552,4036697827
494,2572942200,537108622,1334965636,2039189718
495,4190689049,1247857508,3253083242,377060022
496,1239949130,1952448919,1564047622,344804079
497,1609977970,1428798277,2687424756,943950861
498,1630446969,3072987531,1159386931,464442999
499,3224592775,3708037466,3191239521,2974666052
500,1372030087,1719448485,3313449238,434491874
501,2889921915,3348830145,2980552039,1049013565
502,3501243915,1303872009,4293163496,3838296627
503,3009478356,2526471119,4028518521,397229677
504,1393439614,1055017042,1385041604,1199770667
505,3425746983,3565516529,2101694612,244114141
506,1607187878,2050186776,3309891760,2988952346
507,1244660754,1568077708,22203688,4211874314
508,1287101109,2520982193,724169705,874312916
509,3470727130,98205495,2765824779,2537485936
510,3851493159,714663985,3224894117,1672181921
511,2930052431,4024387721,1364743833,2468489107
512,2527052554,933945247,191243002,446965376
513,2599879952,1481657449,4130327701,9324245
514,1656543196,3984495929,2046374931,899239352
515,1137747665,344374369,707911211,2408648633
516,598489237,2763840567,1744401864,390176208
517,261424795,997189540,1858748213,2661589517
518,3016059498,3185495997,3048586358,2334500842
519,308642464,192157601,1386902236,2624447677
520,3807866365,2602793962,1210352835,3097807678
521,1339458898,4231553935,1712901978,3635527790
522,529667481,3940733000,3522435514,2402598772
523,3794081670,2330598382,2211931349,1895175519
524,3731578563,2172031550,663260653,4182337441
525,1015941225,998545398,1751132946,725974532
526,4074018751,2928105996,332327892,37977048
527,1444765347,3333660334,1828635050,2111358725
528,2973147454,2127924508,2315005607,1217790963
529,2146221413,833564990,783976297,2561877895
530,1371447866,2433677206,1251425813,513768383
531,3174705436,327229613,3925514619,1162088335
532,3455891451,218529374,4046079383,4012801212
533,4174595613,1538833294,115658157,1108687327
534,1746177278,206081763,1597134585,961908095
535,2856471613,2698070766,3894777993,501638832
536,964615697,3075517612,3965373173,1714451974
537,3401906180,3578766156,2276574391,2219682487
538,542308170,1889994734,1114751131,1608757774
539,2498953230,3405593658,1166178156,3272066617
540,3346335585,1681230471,1310794267,74532783
541,3144795988,3110586889,8935469,66157150
542,3792088997,487939157,1774891433,882527226
543,393284506,3518521220,1797247457,2256759291
544,555269709,1813570654,2952035800,282163380
545,1907306688,293495273,1306321597,869937306
546,2165613799,472425511,3548349534,4117240908
547,447452092,521502463,515205033,2889593571
548,2326865750,186531398,3034475087,2350215193
549,1159480276,712212592,4020203128,1143427373
550,1652082729,2764875219,912364118,2654260806
551,463966524,2641866538,2324168357,1385626503
552,397630979,1632093482,3031617854,3301153369
553,3875091513,194754560,318764568,1707046264
554,1399853821,1730160738,1807115980,3081740665
555,224280329,2355427520,3795123049,1949202324
556,2649327697,3118042047,195967020,697800395
557,3501611690,2989926583,1516289015,2938071173
558,3844044115,1339730098,853246512,4227025731
559,2360248572,1884240506,1745666157,1928592417
560,1422870387,957285206,272211893,1320762879
561,3099036789,1894459754,2712080888,3752202914
562,3492105132,1508069238,1854251179,2012838976
563,3929827921,222741120,4052716292,4042852434
564,2656399872,1870841961,2536128,3065271965
565,584996822,1308696271,2629750274,3209237501
566,3427759185,599909138,1193547753,1041846325
567,1715412568,2788969636,1937196360,1465655243
568,1151311626,3186558048,2950548709,1435223092
569,3866787776,3841891617,2774596265,4152287244
570,942477244,2743699649,2553232100,3830684727
571,1531374357,3111080240,3863596738,4133245260
572,3197941910,4047304506,2430675920,2899402243
573,688782521,2633239748,2797809066,2196045037
574,909498894,3860727485,1865403924,2010689094
575,1710143289,1411429161,1623789604,405167034
576,92177423,1018328930,255576805,450733780
577,3772235113,2873320867,1919032223,3890218694
578,2994743961,761179997,1749533177,4143055985
579,2206082154,1904961425,1544718468,1022059321
580,253839461,866055823,3997899100,270578926
581,3319023626,1227109917,1786749293,3731882962
582,2741251096,3414397123,3774550342,2396207585
583,185021420,3304165704,1938172075,1489736856
584,4098130554,122790890,164194185,1296796711
585,2434125944,1251806649,3986053683,1867990635
586,2681394438,1862108719,535948341,2527751026
587,1465845443,217931436,4226739205,2455113062
588,639994979,1015539293,3910493730,4285460505
589,255783854,2263000944,4221685369,1703559341
590,1456881848,2264555831,1121959501,3725845728
591,2297883899,2264069236,3361770101,891722897
592,3940566419,153239596,2070639582,185816906
593,2781675303,2666621229,347659907,2106477299
594,1153150565,2082560767,1566437895,3001516155
595,878280703,1057409679,3224262326,2386275764
596,1120180982,2081733973,3740564096,453609916
597,3165236825,1351919787,3755175790,1714160166
598,501644390,1566592146,2938973196,439855170
599,4166253043,167938579,1338994805,1252904063
600,2163121840,3701555058,200505567,412447146
601,1943722597,3235598599,2058544277,3595710070
602,2719891728,1140343636,1217957288,1262552388
603,2259204531,2294362270,772043137,731808753
604,163598748,3394021540,2295075683,3040337853
605,3587731369,1055921521,2829082095,1120798399
606,2227791050,3442463751,4282381759,393886364
607,3452116156,704468311,539414140,884741781
608,2860632966,34241160,1365076726,2001960882
609,3498966423,23512211,3365769625,1568027619
610,3250365300,1691764773,3044510381,2964749445
611,1651265875,3465019526,3634817335,4021417874
612,31942566,1797555915,1266645168,2026839791
613,3785816776,2734677570,976479489,2362406488
614,2454058817,3961739035,1268436702,3904311033
615,688218882,3653128792,3506003238,642090306
616,2292722210,1867630168,103091492,1653370957
617,2300030491,1827644702,1657151403,610623442
618,3758063532,787800568,1386469845,1865355791
619,586682933,2581520279,455585141,2399725420
620,4060252837,3987450500,478767425,4232606460
621,2800818918,1585679059,195952840,1387451356
622,1096399497,1188702901,1707250593,1362141827
623,3376046508,841300316,2229157781,1334957822
624,2838236710,2247543374,4285522295,1762216601
625,1941833280,659954141,1545049097,2114884453
626,945196915,595259967,4268584019,1447555669
627,4030503200,1227467358,525809263,2248581176
628,3351144920,2634400301,3279594349,838692114
629,679051890,3343857662,1097619742,2542148156
630,2268560643,705218790,691187374,294290035
631,1821280767,1850603648,1972031569,2877433077
632,1767098911,2441216625,3035903404,1884499245
633,3904032771,4026549839,3656696939,320609808
634,4055887236,3995861603,3205355609,3835098100
635,1702177977,2078521359,2306989692,4158812124
636,3334965276,1595365712,2393979663,325685796
637,3458080200,1882249951,2330725918,1095274198
638,3742339867,765107463,534617112,894377528
639,1613809236,2833850474,444394534,4171669430
640,2733054574,2785099189,655272326,3382313241
641,2517501818,3472981082,2147970060,2328913729
642,2382000731,2642639275,443725487,3354922894
643,3509062051,735782561,2281154142,4140796948
644,2030833034,1204680800,2473775101,3663366462
645,2540457540,698912827,1052545465,1257108417
646,655201476,2093518024,1680788104,3678242530
647,3195688436,1252270913,3878119508,337461702
648,1758642098,2044848511,3947433200,3162364262
649,375280326,1141280357,569892305,261255847
650,2519441116,625490383,3604777597,3869925341
651,2643043874,3655808169,2479456164,2745372825
652,1196808988,2185180255,2942202635,3880846557
653,486233001,3459652367,278228757,1581732274
654,3465781578,3647268336,333547346,2651829401
655,2998164650,4254412756,2952007801,2674202053
656,2723871128,209519028,1284814773,2955096127
657,1294103688,2109865044,601677439,2633076092
658,3484009321,1112337890,1254339667,1174979930
659,3528137869,1507817231,2095379694,2441274087
660,676348879,2375576981,1277858160,2821701115
661,1907721979,2320885095,2147811278,1804763153
662,2145080632,4065088293,2952891653,3459485170
